chr	start	end	coverage	methylation_level	type
chr1	131334	131335	38	0.0	notable-DMR
chr1	131384	131385	31	0.3031	notable-DMR
chr1	131412	131413	29	0.3261	notable-DMR
chr1	131428	131429	32	0.7636	notable-DMR
chr1	131473	131474	29	0.6499	notable-DMR
chr1	131488	131489	28	0.5368	notable-DMR
chr1	131505	131506	35	0.803	notable-DMR
chr1	131535	131536	35	0.019	notable-DMR
chr1	131565	131566	32	0.6715	notable-DMR
chr1	131598	131599	38	0.789	notable-DMR
chr1	131648	131649	26	0.2936	notable-DMR
chr1	131679	131680	17	0.267	notable-DMR
chr1	131701	131702	28	0.0513	notable-DMR
chr1	131723	131724	26	0.848	notable-DMR
chr1	131747	131748	16	0.175	notable-DMR
chr1	131763	131764	41	0.926	notable-DMR
chr1	131803	131804	31	0.561	notable-DMR
chr1	131805	131806	27	0.0	notable-DMR
chr1	131905	131906	31	0.8049	notable-DMR
chr1	132005	132006	26	0.084	notable-DMR
chr1	132105	132106	33	0.7797	notable-DMR
chr1	132155	132156	34	0.4122	notable-DMR
chr1	132239	132240	19	0.008	notable-DMR
chr1	132277	132278	36	0.401	flank-DMR
chr1	132331	132332	33	0.257	flank-DMR
