chr	start	end	coverage	methylation_level	type
chr1	131334	131335	27	0.969	notable-DMR
chr1	131384	131385	26	0.6276	notable-DMR
chr1	131412	131413	34	1.0	notable-DMR
chr1	131428	131429	35	0.577	notable-DMR
chr1	131473	131474	26	0.8455	notable-DMR
chr1	131488	131489	28	0.345	notable-DMR
chr1	131505	131506	42	0.7238	notable-DMR
chr1	131535	131536	36	0.5886	notable-DMR
chr1	131565	131566	29	0.7749	notable-DMR
chr1	131598	131599	28	0.3809	notable-DMR
chr1	131648	131649	40	0.8723	notable-DMR
chr1	131679	131680	22	0.6212	notable-DMR
chr1	131701	131702	22	0.2211	notable-DMR
chr1	131723	131724	30	0.9398	notable-DMR
chr1	131747	131748	17	1.0	notable-DMR
chr1	131763	131764	26	0.7358	notable-DMR
chr1	131803	131804	37	1.0	notable-DMR
chr1	131805	131806	26	0.967	notable-DMR
chr1	131905	131906	30	1.0	notable-DMR
chr1	132005	132006	26	1.0	notable-DMR
chr1	132105	132106	27	0.361	notable-DMR
chr1	132155	132156	28	0.329	notable-DMR
chr1	132239	132240	25	0.5981	notable-DMR
chr1	132277	132278	28	1.0	flank-DMR
chr1	132331	132332	34	0.7192	flank-DMR
