chr	start	end	coverage	methylation_level	type
chr1	131334	131335	31	0.1409	notable-DMR
chr1	131384	131385	28	0.2716	notable-DMR
chr1	131412	131413	24	0.665	notable-DMR
chr1	131428	131429	36	0.972	notable-DMR
chr1	131473	131474	28	0.758	notable-DMR
chr1	131488	131489	37	0.2357	notable-DMR
chr1	131505	131506	24	0.803	notable-DMR
chr1	131535	131536	27	0.1144	notable-DMR
chr1	131565	131566	34	0.08	notable-DMR
chr1	131598	131599	27	0.06	notable-DMR
chr1	131648	131649	25	0.1792	notable-DMR
chr1	131679	131680	26	0.1205	notable-DMR
chr1	131701	131702	19	0.0	notable-DMR
chr1	131723	131724	36	0.5717	notable-DMR
chr1	131747	131748	27	0.303	notable-DMR
chr1	131763	131764	33	0.5616	notable-DMR
chr1	131803	131804	24	0.3416	notable-DMR
chr1	131805	131806	23	0.0	notable-DMR
chr1	131905	131906	33	0.7157	notable-DMR
chr1	132005	132006	35	0.543	notable-DMR
chr1	132105	132106	22	0.058	notable-DMR
chr1	132155	132156	32	0.5202	notable-DMR
chr1	132239	132240	24	0.2659	notable-DMR
chr1	132277	132278	39	1.0	flank-DMR
chr1	132331	132332	37	0.257	flank-DMR
