chr	start	end	coverage	methylation_level	type
chr1	131334	131335	38	0.1661	notable-DMR
chr1	131384	131385	37	0.4267	notable-DMR
chr1	131412	131413	33	0.5993	notable-DMR
chr1	131428	131429	30	0.8141	notable-DMR
chr1	131473	131474	24	0.3045	notable-DMR
chr1	131488	131489	33	0.5432	notable-DMR
chr1	131505	131506	28	0.5	notable-DMR
chr1	131535	131536	23	0.819	notable-DMR
chr1	131565	131566	19	0.4696	notable-DMR
chr1	131598	131599	33	0.4938	notable-DMR
chr1	131648	131649	27	0.852	notable-DMR
chr1	131679	131680	26	0.699	notable-DMR
chr1	131701	131702	28	0.1672	notable-DMR
chr1	131723	131724	33	0.3192	notable-DMR
chr1	131747	131748	30	0.8121	notable-DMR
chr1	131763	131764	23	0.7803	notable-DMR
chr1	131803	131804	21	0.5576	notable-DMR
chr1	131805	131806	28	0.0	notable-DMR
chr1	131905	131906	38	0.5425	notable-DMR
chr1	132005	132006	26	0.5429	notable-DMR
chr1	132105	132106	42	0.058	notable-DMR
chr1	132155	132156	33	0.0985	notable-DMR
chr1	132239	132240	32	0.1345	notable-DMR
chr1	132277	132278	29	0.8666	flank-DMR
chr1	132331	132332	36	0.257	flank-DMR
