chr	start	end	coverage	methylation_level	type
chr1	199196	199197	27	0.3853	good-DMR
chr1	199246	199247	25	0.5401	good-DMR
chr1	199274	199275	25	0.4119	good-DMR
chr1	199291	199292	23	0.4856	good-DMR
chr1	199338	199339	37	0.5458	good-DMR
chr1	199353	199354	31	0.3439	good-DMR
chr1	199377	199378	26	0.5523	good-DMR
chr1	199421	199422	27	0.4309	good-DMR
chr1	199436	199437	28	0.4145	good-DMR
chr1	199477	199478	25	0.2931	good-DMR
chr1	199503	199504	24	0.4252	good-DMR
chr1	199540	199541	30	0.5274	good-DMR
chr1	199566	199567	35	0.4573	good-DMR
chr1	199581	199582	24	0.3839	good-DMR
chr1	199631	199632	35	0.4411	good-DMR
chr1	199652	199653	36	0.375	good-DMR
chr1	199683	199684	33	0.4259	good-DMR
chr1	199733	199734	33	0.4321	good-DMR
chr1	199775	199776	32	0.4167	good-DMR
chr1	199825	199826	32	0.326	good-DMR
chr1	199925	199926	27	0.3497	good-DMR
chr1	199975	199976	26	0.575	good-DMR
chr1	200075	200076	27	0.4781	good-DMR
chr1	200175	200176	36	0.4949	good-DMR
chr1	200275	200276	28	0.6489	good-DMR
chr1	200321	200322	27	0.09	flank-DMR
chr1	200467	200468	28	0.1527	flank-DMR
chr1	200703	200704	30	0.1128	flank-DMR
chr1	200711	200712	29	0.0735	flank-DMR
chr1	200721	200722	25	0.2543	flank-DMR
chr1	200747	200748	27	0.066	flank-DMR
