chr	start	end	coverage	methylation_level	type
chr1	184510	184511	28	0.9013	non-DMR
chr1	184526	184527	18	0.9389	non-DMR
chr1	184568	184569	31	0.7744	non-DMR
chr1	184618	184619	30	0.9933	non-DMR
chr1	184645	184646	31	0.8224	non-DMR
chr1	184685	184686	26	0.8708	non-DMR
chr1	184711	184712	29	0.862	non-DMR
chr1	184746	184747	36	0.8998	non-DMR
chr1	184796	184797	31	0.9966	non-DMR
chr1	184826	184827	24	0.8458	non-DMR
chr1	184854	184855	31	0.963	non-DMR
chr1	184884	184885	32	0.7977	non-DMR
chr1	184916	184917	30	0.8342	non-DMR
chr1	184955	184956	29	0.809	non-DMR
chr1	184998	184999	31	0.9618	non-DMR
chr1	185019	185020	22	0.8285	non-DMR
chr1	185047	185048	24	0.853	non-DMR
chr1	185056	185057	37	0.754	non-DMR
chr1	185149	185150	34	0.7648	non-DMR
chr1	185206	185207	32	0.9035	non-DMR
chr1	185306	185307	27	0.8743	non-DMR
chr1	185406	185407	27	0.997	non-DMR
chr1	185506	185507	35	0.8869	non-DMR
chr1	185573	185574	24	0.784	non-DMR
chr1	185585	185586	35	0.838	flank-DMR
chr1	185587	185588	30	0.7182	flank-DMR
