chr	start	end	coverage	methylation_level	type
chr1	197999	198000	35	0.575	non-DMR
chr1	198014	198015	36	0.7137	non-DMR
chr1	198033	198034	30	0.6882	non-DMR
chr1	198072	198073	29	0.847	non-DMR
chr1	198122	198123	31	0.8096	non-DMR
chr1	198157	198158	21	0.8974	non-DMR
chr1	198183	198184	24	0.7747	non-DMR
chr1	198233	198234	34	0.6785	non-DMR
chr1	198256	198257	25	0.7589	non-DMR
chr1	198276	198277	33	0.8037	non-DMR
chr1	198321	198322	31	0.7664	non-DMR
chr1	198371	198372	34	0.6962	non-DMR
chr1	198386	198387	32	0.6847	non-DMR
chr1	198436	198437	37	0.6822	non-DMR
chr1	198483	198484	33	0.8693	non-DMR
chr1	198528	198529	21	0.7721	non-DMR
chr1	198574	198575	27	0.8098	non-DMR
chr1	198605	198606	23	0.9562	non-DMR
chr1	198705	198706	30	0.6485	non-DMR
chr1	198791	198792	21	0.7889	non-DMR
chr1	198841	198842	27	0.6055	non-DMR
chr1	198899	198900	24	0.7727	non-DMR
chr1	198999	199000	33	0.7287	non-DMR
chr1	199099	199100	29	0.6929	non-DMR
chr1	199162	199163	38	0.8026	non-DMR
chr1	199186	199187	24	0.9391	flank-DMR
