chr	start	end	coverage	methylation_level	type
chr1	187693	187694	27	0.7482	non-DMR
chr1	187709	187710	31	0.5899	non-DMR
chr1	187729	187730	29	0.4936	non-DMR
chr1	187752	187753	33	0.7147	non-DMR
chr1	187797	187798	30	0.6601	non-DMR
chr1	187815	187816	28	0.6364	non-DMR
chr1	187865	187866	28	0.624	non-DMR
chr1	187915	187916	37	0.7174	non-DMR
chr1	187947	187948	25	0.5591	non-DMR
chr1	187970	187971	32	0.6171	non-DMR
chr1	187989	187990	29	0.6826	non-DMR
chr1	188016	188017	25	0.5734	non-DMR
chr1	188038	188039	36	0.7096	non-DMR
chr1	188077	188078	31	0.6303	non-DMR
chr1	188127	188128	29	0.7138	non-DMR
chr1	188147	188148	36	0.7958	non-DMR
chr1	188162	188163	29	0.8467	non-DMR
chr1	188203	188204	21	0.7383	non-DMR
chr1	188219	188220	26	0.7128	non-DMR
chr1	188235	188236	34	0.6788	non-DMR
chr1	188298	188299	29	0.6755	non-DMR
chr1	188354	188355	33	0.6326	non-DMR
chr1	188454	188455	22	0.6099	non-DMR
chr1	188524	188525	18	0.8359	non-DMR
chr1	188624	188625	26	0.6317	non-DMR
chr1	188710	188711	23	0.7907	non-DMR
chr1	188726	188727	27	0.6894	flank-DMR
chr1	188800	188801	34	0.6261	flank-DMR
