chr	start	end	coverage	methylation_level	type
chr1	195965	195966	20	0.875	non-DMR
chr1	195980	195981	29	0.9574	non-DMR
chr1	196001	196002	26	0.8477	non-DMR
chr1	196051	196052	29	0.899	non-DMR
chr1	196066	196067	21	0.9341	non-DMR
chr1	196091	196092	29	0.9865	non-DMR
chr1	196110	196111	32	0.7476	non-DMR
chr1	196147	196148	29	0.8095	non-DMR
chr1	196169	196170	27	0.932	non-DMR
chr1	196202	196203	28	0.8267	non-DMR
chr1	196252	196253	28	0.8567	non-DMR
chr1	196281	196282	30	0.8301	non-DMR
chr1	196302	196303	28	0.8386	non-DMR
chr1	196352	196353	24	0.8792	non-DMR
chr1	196377	196378	36	0.9141	non-DMR
chr1	196417	196418	38	0.9712	non-DMR
chr1	196436	196437	28	0.9523	non-DMR
chr1	196536	196537	25	0.8922	non-DMR
chr1	196636	196637	31	0.7752	non-DMR
chr1	196736	196737	28	0.9859	non-DMR
chr1	196816	196817	27	0.8162	non-DMR
chr1	196910	196911	32	0.8441	flank-DMR
