chr	start	end	coverage	methylation_level	type
chr1	196949	196950	29	0.7981	non-DMR
chr1	196967	196968	28	0.5941	non-DMR
chr1	196988	196989	31	0.8057	non-DMR
chr1	197025	197026	25	0.8441	non-DMR
chr1	197065	197066	27	0.7896	non-DMR
chr1	197083	197084	27	0.7146	non-DMR
chr1	197133	197134	30	0.7608	non-DMR
chr1	197166	197167	44	0.7021	non-DMR
chr1	197205	197206	36	0.677	non-DMR
chr1	197241	197242	31	0.6594	non-DMR
chr1	197256	197257	27	0.6288	non-DMR
chr1	197306	197307	32	0.6779	non-DMR
chr1	197356	197357	28	0.7408	non-DMR
chr1	197382	197383	31	0.672	non-DMR
chr1	197432	197433	28	0.835	non-DMR
chr1	197465	197466	27	0.6582	non-DMR
chr1	197471	197472	24	0.8474	non-DMR
chr1	197560	197561	29	0.8173	non-DMR
chr1	197651	197652	28	0.8921	non-DMR
chr1	197751	197752	29	0.7871	non-DMR
chr1	197851	197852	34	0.6811	non-DMR
chr1	197951	197952	36	0.9046	non-DMR
chr1	197961	197962	28	0.7232	flank-DMR
