chr	start	end	coverage	methylation_level	type
chr1	125496	125497	21	0.9084	non-DMR
chr1	125519	125520	29	0.6976	non-DMR
chr1	125535	125536	29	0.6083	non-DMR
chr1	125560	125561	33	0.7486	non-DMR
chr1	125604	125605	28	0.7803	non-DMR
chr1	125648	125649	21	0.6912	non-DMR
chr1	125672	125673	29	0.6869	non-DMR
chr1	125692	125693	27	0.57	non-DMR
chr1	125710	125711	39	0.755	non-DMR
chr1	125738	125739	25	0.7659	non-DMR
chr1	125770	125771	37	0.6978	non-DMR
chr1	125820	125821	36	0.5612	non-DMR
chr1	125852	125853	31	0.6926	non-DMR
chr1	125893	125894	30	0.8834	non-DMR
chr1	125913	125914	28	0.744	non-DMR
chr1	125944	125945	31	0.6295	non-DMR
chr1	125976	125977	32	0.6531	non-DMR
chr1	126004	126005	29	0.6258	non-DMR
chr1	126022	126023	30	0.7166	non-DMR
chr1	126122	126123	28	0.5206	non-DMR
chr1	126222	126223	34	0.6105	non-DMR
chr1	126322	126323	31	0.6675	non-DMR
chr1	126372	126373	29	0.7039	non-DMR
chr1	126472	126473	36	0.6901	non-DMR
chr1	126522	126523	32	0.5974	non-DMR
chr1	126544	126545	31	0.9042	flank-DMR
chr1	126606	126607	30	0.7237	flank-DMR
