chr	start	end	coverage	methylation_level	type
chr1	121125	121126	28	0.5838	non-DMR
chr1	121158	121159	27	0.6379	non-DMR
chr1	121205	121206	25	0.6322	non-DMR
chr1	121221	121222	25	0.6263	non-DMR
chr1	121248	121249	29	0.6799	non-DMR
chr1	121274	121275	33	0.6873	non-DMR
chr1	121306	121307	30	0.4981	non-DMR
chr1	121356	121357	36	0.8325	non-DMR
chr1	121378	121379	29	0.6599	non-DMR
chr1	121419	121420	36	0.5241	non-DMR
chr1	121469	121470	27	0.4539	non-DMR
chr1	121489	121490	33	0.706	non-DMR
chr1	121521	121522	29	0.4329	non-DMR
chr1	121553	121554	28	0.5968	non-DMR
chr1	121569	121570	28	0.5486	non-DMR
chr1	121609	121610	29	0.7949	non-DMR
chr1	121709	121710	22	0.5302	non-DMR
chr1	121776	121777	24	0.7028	non-DMR
chr1	121860	121861	25	0.535	non-DMR
chr1	121910	121911	27	0.6312	non-DMR
chr1	122010	122011	25	0.6486	non-DMR
chr1	122064	122065	23	0.6603	flank-DMR
