chr	start	end	coverage	methylation_level	type
chr1	142203	142204	33	0.698	non-DMR
chr1	142229	142230	30	0.7082	non-DMR
chr1	142244	142245	37	0.8852	non-DMR
chr1	142272	142273	33	0.7821	non-DMR
chr1	142315	142316	32	0.8925	non-DMR
chr1	142365	142366	32	0.758	non-DMR
chr1	142380	142381	30	0.6033	non-DMR
chr1	142399	142400	32	0.8047	non-DMR
chr1	142428	142429	22	0.7637	non-DMR
chr1	142478	142479	33	0.5127	non-DMR
chr1	142493	142494	17	0.7144	non-DMR
chr1	142509	142510	33	0.7159	non-DMR
chr1	142531	142532	25	0.7166	non-DMR
chr1	142546	142547	29	0.6042	non-DMR
chr1	142561	142562	24	0.7396	non-DMR
chr1	142611	142612	30	0.73	non-DMR
chr1	142635	142636	32	0.6622	non-DMR
chr1	142655	142656	26	0.6496	non-DMR
chr1	142670	142671	28	0.5816	non-DMR
chr1	142697	142698	25	0.6465	non-DMR
chr1	142718	142719	35	0.6613	non-DMR
chr1	142726	142727	26	0.6634	non-DMR
chr1	142776	142777	30	0.5315	non-DMR
chr1	142865	142866	31	0.68	non-DMR
chr1	142951	142952	33	0.5869	non-DMR
chr1	143051	143052	29	0.8708	non-DMR
chr1	143131	143132	28	0.7313	non-DMR
chr1	143231	143232	28	0.7349	non-DMR
chr1	143243	143244	36	0.503	flank-DMR
