chr	start	end	coverage	methylation_level	type
chr1	159419	159420	22	0.7754	inconsistent-DMR
chr1	159435	159436	31	0.7399	inconsistent-DMR
chr1	159450	159451	30	0.7752	inconsistent-DMR
chr1	159466	159467	26	0.6627	inconsistent-DMR
chr1	159484	159485	38	0.8969	inconsistent-DMR
chr1	159503	159504	21	0.5815	inconsistent-DMR
chr1	159542	159543	32	0.5524	inconsistent-DMR
chr1	159590	159591	33	0.8016	inconsistent-DMR
chr1	159608	159609	17	0.7631	inconsistent-DMR
chr1	159623	159624	30	0.8985	inconsistent-DMR
chr1	159668	159669	27	0.5281	inconsistent-DMR
chr1	159717	159718	26	0.329	inconsistent-DMR
chr1	159767	159768	26	0.6122	inconsistent-DMR
chr1	159788	159789	37	0.7138	inconsistent-DMR
chr1	159805	159806	26	0.8691	inconsistent-DMR
chr1	159851	159852	39	0.6426	inconsistent-DMR
chr1	159901	159902	21	0.5993	inconsistent-DMR
chr1	159932	159933	25	0.7488	inconsistent-DMR
chr1	159982	159983	24	0.7993	inconsistent-DMR
chr1	159984	159985	37	0.8215	inconsistent-DMR
chr1	160064	160065	32	0.9691	inconsistent-DMR
chr1	160164	160165	31	0.542	inconsistent-DMR
chr1	160264	160265	30	0.5647	inconsistent-DMR
chr1	160364	160365	25	0.5499	inconsistent-DMR
chr1	160420	160421	35	0.9129	inconsistent-DMR
chr1	160498	160499	31	0.4506	inconsistent-DMR
chr1	160548	160549	20	0.5139	inconsistent-DMR
chr1	160609	160610	26	0.5632	flank-DMR
