chr	start	end	coverage	methylation_level	type
chr1	159419	159420	34	0.7773	inconsistent-DMR
chr1	159435	159436	18	0.6939	inconsistent-DMR
chr1	159450	159451	29	0.8144	inconsistent-DMR
chr1	159466	159467	35	0.6592	inconsistent-DMR
chr1	159484	159485	33	0.9342	inconsistent-DMR
chr1	159503	159504	27	0.7328	inconsistent-DMR
chr1	159542	159543	24	0.6056	inconsistent-DMR
chr1	159590	159591	26	0.7262	inconsistent-DMR
chr1	159608	159609	23	0.7388	inconsistent-DMR
chr1	159623	159624	31	0.9465	inconsistent-DMR
chr1	159668	159669	28	0.6183	inconsistent-DMR
chr1	159717	159718	34	0.4632	inconsistent-DMR
chr1	159767	159768	26	0.6224	inconsistent-DMR
chr1	159788	159789	35	0.7695	inconsistent-DMR
chr1	159805	159806	32	0.8996	inconsistent-DMR
chr1	159851	159852	32	0.648	inconsistent-DMR
chr1	159901	159902	22	0.569	inconsistent-DMR
chr1	159932	159933	27	0.6975	inconsistent-DMR
chr1	159982	159983	24	0.7538	inconsistent-DMR
chr1	159984	159985	28	0.8937	inconsistent-DMR
chr1	160064	160065	29	0.9439	inconsistent-DMR
chr1	160164	160165	27	0.5114	inconsistent-DMR
chr1	160264	160265	28	0.54	inconsistent-DMR
chr1	160364	160365	37	0.5635	inconsistent-DMR
chr1	160420	160421	34	0.8155	inconsistent-DMR
chr1	160498	160499	24	0.4199	inconsistent-DMR
chr1	160548	160549	30	0.4829	inconsistent-DMR
chr1	160609	160610	40	0.5986	flank-DMR
