chr	start	end	coverage	methylation_level	type
chr1	159419	159420	31	0.6512	inconsistent-DMR
chr1	159435	159436	26	0.6019	inconsistent-DMR
chr1	159450	159451	28	0.9971	inconsistent-DMR
chr1	159466	159467	29	0.935	inconsistent-DMR
chr1	159484	159485	39	0.7308	inconsistent-DMR
chr1	159503	159504	40	0.9031	inconsistent-DMR
chr1	159542	159543	23	0.7551	inconsistent-DMR
chr1	159590	159591	40	0.468	inconsistent-DMR
chr1	159608	159609	29	0.4584	inconsistent-DMR
chr1	159623	159624	28	0.741	inconsistent-DMR
chr1	159668	159669	33	0.8259	inconsistent-DMR
chr1	159717	159718	22	0.7566	inconsistent-DMR
chr1	159767	159768	35	0.9145	inconsistent-DMR
chr1	159788	159789	31	0.4733	inconsistent-DMR
chr1	159805	159806	29	0.5727	inconsistent-DMR
chr1	159851	159852	36	0.6985	inconsistent-DMR
chr1	159901	159902	30	0.7323	inconsistent-DMR
chr1	159932	159933	36	0.8768	inconsistent-DMR
chr1	159982	159983	34	0.7194	inconsistent-DMR
chr1	159984	159985	32	0.6599	inconsistent-DMR
chr1	160064	160065	18	0.6263	inconsistent-DMR
chr1	160164	160165	20	0.7277	inconsistent-DMR
chr1	160264	160265	34	0.6973	inconsistent-DMR
chr1	160364	160365	23	0.6098	inconsistent-DMR
chr1	160420	160421	32	0.5643	inconsistent-DMR
chr1	160498	160499	30	0.671	inconsistent-DMR
chr1	160548	160549	32	0.6854	inconsistent-DMR
chr1	160609	160610	37	0.582	flank-DMR
