chr	start	end	coverage	methylation_level	type
chr1	159419	159420	24	0.7827	inconsistent-DMR
chr1	159435	159436	33	0.7571	inconsistent-DMR
chr1	159450	159451	31	0.7245	inconsistent-DMR
chr1	159466	159467	27	0.695	inconsistent-DMR
chr1	159484	159485	36	0.8629	inconsistent-DMR
chr1	159503	159504	28	0.6479	inconsistent-DMR
chr1	159542	159543	22	0.6323	inconsistent-DMR
chr1	159590	159591	22	0.8289	inconsistent-DMR
chr1	159608	159609	27	0.8086	inconsistent-DMR
chr1	159623	159624	31	0.8507	inconsistent-DMR
chr1	159668	159669	25	0.6807	inconsistent-DMR
chr1	159717	159718	26	0.5185	inconsistent-DMR
chr1	159767	159768	31	0.6561	inconsistent-DMR
chr1	159788	159789	41	0.8341	inconsistent-DMR
chr1	159805	159806	28	0.8308	inconsistent-DMR
chr1	159851	159852	34	0.5906	inconsistent-DMR
chr1	159901	159902	33	0.5503	inconsistent-DMR
chr1	159932	159933	23	0.7084	inconsistent-DMR
chr1	159982	159983	34	0.8143	inconsistent-DMR
chr1	159984	159985	29	0.8744	inconsistent-DMR
chr1	160064	160065	25	0.8671	inconsistent-DMR
chr1	160164	160165	30	0.5407	inconsistent-DMR
chr1	160264	160265	32	0.5259	inconsistent-DMR
chr1	160364	160365	22	0.4075	inconsistent-DMR
chr1	160420	160421	35	0.8319	inconsistent-DMR
chr1	160498	160499	31	0.4604	inconsistent-DMR
chr1	160548	160549	34	0.4752	inconsistent-DMR
chr1	160609	160610	35	0.6675	flank-DMR
