chr	start	end	coverage	methylation_level	type
chr1	159419	159420	30	0.5297	inconsistent-DMR
chr1	159435	159436	24	0.5461	inconsistent-DMR
chr1	159450	159451	35	0.9337	inconsistent-DMR
chr1	159466	159467	18	0.8875	inconsistent-DMR
chr1	159484	159485	30	0.6468	inconsistent-DMR
chr1	159503	159504	30	0.9244	inconsistent-DMR
chr1	159542	159543	29	0.7641	inconsistent-DMR
chr1	159590	159591	26	0.4937	inconsistent-DMR
chr1	159608	159609	26	0.5579	inconsistent-DMR
chr1	159623	159624	37	0.6537	inconsistent-DMR
chr1	159668	159669	24	0.7522	inconsistent-DMR
chr1	159717	159718	21	0.6758	inconsistent-DMR
chr1	159767	159768	26	0.9093	inconsistent-DMR
chr1	159788	159789	38	0.5134	inconsistent-DMR
chr1	159805	159806	33	0.7143	inconsistent-DMR
chr1	159851	159852	22	0.7128	inconsistent-DMR
chr1	159901	159902	35	0.7164	inconsistent-DMR
chr1	159932	159933	32	0.7604	inconsistent-DMR
chr1	159982	159983	26	0.7552	inconsistent-DMR
chr1	159984	159985	28	0.6442	inconsistent-DMR
chr1	160064	160065	24	0.6811	inconsistent-DMR
chr1	160164	160165	24	0.6652	inconsistent-DMR
chr1	160264	160265	36	0.6319	inconsistent-DMR
chr1	160364	160365	18	0.6108	inconsistent-DMR
chr1	160420	160421	34	0.5501	inconsistent-DMR
chr1	160498	160499	27	0.754	inconsistent-DMR
chr1	160548	160549	34	0.7125	inconsistent-DMR
chr1	160609	160610	30	0.57	flank-DMR
