chr	start	end	coverage	methylation_level	type
chr1	159419	159420	28	0.5997	inconsistent-DMR
chr1	159435	159436	39	0.5374	inconsistent-DMR
chr1	159450	159451	26	0.9617	inconsistent-DMR
chr1	159466	159467	22	0.9542	inconsistent-DMR
chr1	159484	159485	24	0.7117	inconsistent-DMR
chr1	159503	159504	30	0.8553	inconsistent-DMR
chr1	159542	159543	32	0.7585	inconsistent-DMR
chr1	159590	159591	33	0.4712	inconsistent-DMR
chr1	159608	159609	25	0.498	inconsistent-DMR
chr1	159623	159624	28	0.6816	inconsistent-DMR
chr1	159668	159669	32	0.798	inconsistent-DMR
chr1	159717	159718	31	0.7036	inconsistent-DMR
chr1	159767	159768	32	0.8685	inconsistent-DMR
chr1	159788	159789	32	0.4589	inconsistent-DMR
chr1	159805	159806	32	0.6174	inconsistent-DMR
chr1	159851	159852	34	0.6736	inconsistent-DMR
chr1	159901	159902	35	0.7806	inconsistent-DMR
chr1	159932	159933	29	0.8914	inconsistent-DMR
chr1	159982	159983	22	0.6711	inconsistent-DMR
chr1	159984	159985	29	0.6889	inconsistent-DMR
chr1	160064	160065	25	0.7206	inconsistent-DMR
chr1	160164	160165	37	0.7055	inconsistent-DMR
chr1	160264	160265	28	0.7068	inconsistent-DMR
chr1	160364	160365	25	0.6082	inconsistent-DMR
chr1	160420	160421	27	0.5813	inconsistent-DMR
chr1	160498	160499	28	0.6943	inconsistent-DMR
chr1	160548	160549	28	0.7429	inconsistent-DMR
chr1	160609	160610	25	0.6115	flank-DMR
