chr	start	end	coverage	methylation_level	type
chr1	205333	205334	35	0.8884	sub-DMR
chr1	205383	205384	25	0.8707	sub-DMR
chr1	205418	205419	27	0.7542	sub-DMR
chr1	205468	205469	33	0.9318	sub-DMR
chr1	205492	205493	30	0.652	sub-DMR
chr1	205529	205530	40	0.9576	sub-DMR
chr1	205549	205550	18	0.7493	sub-DMR
chr1	205597	205598	31	0.8684	sub-DMR
chr1	205633	205634	26	0.9838	sub-DMR
chr1	205650	205651	33	0.9787	sub-DMR
chr1	205669	205670	25	1.0	sub-DMR
chr1	205687	205688	38	0.932	sub-DMR
chr1	205727	205728	25	0.9052	sub-DMR
chr1	205745	205746	25	0.8936	sub-DMR
chr1	205845	205846	31	0.8384	sub-DMR
chr1	205945	205946	27	1.0	sub-DMR
chr1	206045	206046	31	0.8358	sub-DMR
chr1	206145	206146	33	0.8917	sub-DMR
chr1	206207	206208	34	0.8713	flank-DMR
chr1	206303	206304	28	0.9107	flank-DMR
chr1	206375	206376	27	0.8645	flank-DMR
chr1	206387	206388	23	0.9005	flank-DMR
chr1	206397	206398	26	0.8669	flank-DMR
chr1	206465	206466	27	0.8292	flank-DMR
chr1	206539	206540	27	0.9086	flank-DMR
chr1	206609	206610	26	0.7931	flank-DMR
