chr	start	end	coverage	methylation_level	type
chr1	205333	205334	27	0.9231	sub-DMR
chr1	205383	205384	32	0.7502	sub-DMR
chr1	205418	205419	29	0.7543	sub-DMR
chr1	205468	205469	37	0.8671	sub-DMR
chr1	205492	205493	28	0.7791	sub-DMR
chr1	205529	205530	28	0.88	sub-DMR
chr1	205549	205550	25	0.8165	sub-DMR
chr1	205597	205598	26	0.7936	sub-DMR
chr1	205633	205634	28	1.0	sub-DMR
chr1	205650	205651	38	1.0	sub-DMR
chr1	205669	205670	30	0.9387	sub-DMR
chr1	205687	205688	37	0.9094	sub-DMR
chr1	205727	205728	25	0.8625	sub-DMR
chr1	205745	205746	23	0.8251	sub-DMR
chr1	205845	205846	33	0.654	sub-DMR
chr1	205945	205946	25	0.936	sub-DMR
chr1	206045	206046	21	0.9113	sub-DMR
chr1	206145	206146	30	0.8489	sub-DMR
chr1	206207	206208	35	0.8358	flank-DMR
chr1	206303	206304	32	0.8978	flank-DMR
chr1	206375	206376	28	0.8848	flank-DMR
chr1	206387	206388	25	0.86	flank-DMR
chr1	206397	206398	30	0.9881	flank-DMR
chr1	206465	206466	19	0.8282	flank-DMR
chr1	206539	206540	35	0.922	flank-DMR
chr1	206609	206610	35	0.8876	flank-DMR
