chr	start	end	coverage	methylation_level	type
chr1	205333	205334	31	0.8723	sub-DMR
chr1	205383	205384	34	0.8349	sub-DMR
chr1	205418	205419	28	0.7277	sub-DMR
chr1	205468	205469	25	0.8113	sub-DMR
chr1	205492	205493	30	0.6794	sub-DMR
chr1	205529	205530	21	0.9607	sub-DMR
chr1	205549	205550	23	0.5193	sub-DMR
chr1	205597	205598	28	0.4714	sub-DMR
chr1	205633	205634	28	0.6313	sub-DMR
chr1	205650	205651	29	0.4889	sub-DMR
chr1	205669	205670	27	0.5986	sub-DMR
chr1	205687	205688	23	0.7774	sub-DMR
chr1	205727	205728	27	0.7824	sub-DMR
chr1	205745	205746	43	0.8546	sub-DMR
chr1	205845	205846	34	0.7518	sub-DMR
chr1	205945	205946	40	0.9944	sub-DMR
chr1	206045	206046	32	0.8857	sub-DMR
chr1	206145	206146	34	0.8585	sub-DMR
chr1	206207	206208	31	0.9952	flank-DMR
chr1	206303	206304	29	0.8362	flank-DMR
chr1	206375	206376	31	0.7369	flank-DMR
chr1	206387	206388	28	0.8687	flank-DMR
chr1	206397	206398	31	0.8168	flank-DMR
chr1	206465	206466	21	0.9028	flank-DMR
chr1	206539	206540	18	0.8793	flank-DMR
chr1	206609	206610	25	0.7805	flank-DMR
