chr	start	end	coverage	methylation_level	type
chr1	205333	205334	30	0.8154	sub-DMR
chr1	205383	205384	27	0.8185	sub-DMR
chr1	205418	205419	36	0.7683	sub-DMR
chr1	205468	205469	26	0.7281	sub-DMR
chr1	205492	205493	39	0.6916	sub-DMR
chr1	205529	205530	26	0.7992	sub-DMR
chr1	205549	205550	27	0.6433	sub-DMR
chr1	205597	205598	23	0.5501	sub-DMR
chr1	205633	205634	25	0.6315	sub-DMR
chr1	205650	205651	34	0.4846	sub-DMR
chr1	205669	205670	34	0.6389	sub-DMR
chr1	205687	205688	31	0.8498	sub-DMR
chr1	205727	205728	33	0.7942	sub-DMR
chr1	205745	205746	22	0.8092	sub-DMR
chr1	205845	205846	39	0.7626	sub-DMR
chr1	205945	205946	29	0.9143	sub-DMR
chr1	206045	206046	43	0.7765	sub-DMR
chr1	206145	206146	29	0.8189	sub-DMR
chr1	206207	206208	27	0.9017	flank-DMR
chr1	206303	206304	30	0.9059	flank-DMR
chr1	206375	206376	24	0.711	flank-DMR
chr1	206387	206388	24	0.8648	flank-DMR
chr1	206397	206398	37	0.8035	flank-DMR
chr1	206465	206466	33	0.9513	flank-DMR
chr1	206539	206540	27	0.9312	flank-DMR
chr1	206609	206610	25	0.7466	flank-DMR
