chr	start	end	coverage	methylation_level	type
chr1	205333	205334	28	0.9193	sub-DMR
chr1	205383	205384	39	0.7966	sub-DMR
chr1	205418	205419	31	0.7412	sub-DMR
chr1	205468	205469	31	0.8862	sub-DMR
chr1	205492	205493	34	0.7445	sub-DMR
chr1	205529	205530	29	0.8577	sub-DMR
chr1	205549	205550	25	0.5774	sub-DMR
chr1	205597	205598	27	0.4842	sub-DMR
chr1	205633	205634	37	0.6677	sub-DMR
chr1	205650	205651	31	0.5356	sub-DMR
chr1	205669	205670	33	0.6022	sub-DMR
chr1	205687	205688	36	0.9045	sub-DMR
chr1	205727	205728	34	0.7836	sub-DMR
chr1	205745	205746	27	0.9267	sub-DMR
chr1	205845	205846	18	0.8331	sub-DMR
chr1	205945	205946	28	1.0	sub-DMR
chr1	206045	206046	34	0.8573	sub-DMR
chr1	206145	206146	24	0.8018	sub-DMR
chr1	206207	206208	29	0.8921	flank-DMR
chr1	206303	206304	33	0.9969	flank-DMR
chr1	206375	206376	39	0.9192	flank-DMR
chr1	206387	206388	23	0.8773	flank-DMR
chr1	206397	206398	31	0.9225	flank-DMR
chr1	206465	206466	24	0.976	flank-DMR
chr1	206539	206540	26	0.9554	flank-DMR
chr1	206609	206610	33	0.8227	flank-DMR
