chr	start	end	coverage	methylation_level	type
chr1	205333	205334	29	0.8846	sub-DMR
chr1	205383	205384	25	0.8669	sub-DMR
chr1	205418	205419	28	0.78	sub-DMR
chr1	205468	205469	34	0.9447	sub-DMR
chr1	205492	205493	28	0.6809	sub-DMR
chr1	205529	205530	35	0.9998	sub-DMR
chr1	205549	205550	23	0.8047	sub-DMR
chr1	205597	205598	39	0.8299	sub-DMR
chr1	205633	205634	40	0.9695	sub-DMR
chr1	205650	205651	31	0.8808	sub-DMR
chr1	205669	205670	19	0.9005	sub-DMR
chr1	205687	205688	31	0.9196	sub-DMR
chr1	205727	205728	37	0.83	sub-DMR
chr1	205745	205746	31	0.8551	sub-DMR
chr1	205845	205846	25	0.8071	sub-DMR
chr1	205945	205946	39	1.0	sub-DMR
chr1	206045	206046	32	0.8403	sub-DMR
chr1	206145	206146	27	0.8809	sub-DMR
chr1	206207	206208	32	0.8932	flank-DMR
chr1	206303	206304	30	0.8442	flank-DMR
chr1	206375	206376	28	0.9109	flank-DMR
chr1	206387	206388	31	0.9659	flank-DMR
chr1	206397	206398	25	0.8876	flank-DMR
chr1	206465	206466	39	0.8393	flank-DMR
chr1	206539	206540	28	0.9815	flank-DMR
chr1	206609	206610	38	0.865	flank-DMR
