chr	start	end	coverage	methylation_level	type
chr1	205333	205334	27	0.9587	sub-DMR
chr1	205383	205384	28	0.97	sub-DMR
chr1	205418	205419	33	0.8148	sub-DMR
chr1	205468	205469	37	0.8501	sub-DMR
chr1	205492	205493	39	0.8482	sub-DMR
chr1	205529	205530	30	0.919	sub-DMR
chr1	205549	205550	27	0.7178	sub-DMR
chr1	205597	205598	34	0.7156	sub-DMR
chr1	205633	205634	31	0.978	sub-DMR
chr1	205650	205651	33	0.8509	sub-DMR
chr1	205669	205670	43	0.9507	sub-DMR
chr1	205687	205688	28	0.9016	sub-DMR
chr1	205727	205728	34	0.7404	sub-DMR
chr1	205745	205746	29	0.8314	sub-DMR
chr1	205845	205846	24	0.7797	sub-DMR
chr1	205945	205946	29	0.9962	sub-DMR
chr1	206045	206046	33	0.8849	sub-DMR
chr1	206145	206146	25	0.8684	sub-DMR
chr1	206207	206208	21	0.8887	flank-DMR
chr1	206303	206304	25	0.975	flank-DMR
chr1	206375	206376	32	0.9437	flank-DMR
chr1	206387	206388	28	0.9388	flank-DMR
chr1	206397	206398	32	0.9267	flank-DMR
chr1	206465	206466	33	0.9759	flank-DMR
chr1	206539	206540	32	0.8665	flank-DMR
chr1	206609	206610	30	0.9355	flank-DMR
