chr	start	end	coverage	methylation_level	type
chr1	213675	213676	36	0.0473	sub-DMR
chr1	213700	213701	29	0.1979	sub-DMR
chr1	213725	213726	37	0.1306	sub-DMR
chr1	213741	213742	29	0.0952	sub-DMR
chr1	213782	213783	26	0.2324	sub-DMR
chr1	213804	213805	27	0.2316	sub-DMR
chr1	213833	213834	31	0.2195	sub-DMR
chr1	213883	213884	22	0.1966	sub-DMR
chr1	213898	213899	24	0.1599	sub-DMR
chr1	213923	213924	30	0.1576	sub-DMR
chr1	213959	213960	38	0.212	sub-DMR
chr1	213990	213991	32	0.2427	sub-DMR
chr1	214005	214006	33	0.1474	sub-DMR
chr1	214031	214032	27	0.0	sub-DMR
chr1	214081	214082	26	0.4397	sub-DMR
chr1	214113	214114	19	0.3685	sub-DMR
chr1	214135	214136	27	0.3878	sub-DMR
chr1	214158	214159	41	0.5187	sub-DMR
chr1	214165	214166	34	0.4484	sub-DMR
chr1	214265	214266	31	0.4821	sub-DMR
chr1	214365	214366	32	0.4233	sub-DMR
chr1	214427	214428	28	0.2881	sub-DMR
chr1	214527	214528	29	0.0	sub-DMR
chr1	214621	214622	26	0.2126	sub-DMR
chr1	214735	214736	33	0.0948	flank-DMR
chr1	214795	214796	35	0.1282	flank-DMR
chr1	214837	214838	30	0.1153	flank-DMR
chr1	214863	214864	27	0.1776	flank-DMR
chr1	214873	214874	19	0.1878	flank-DMR
chr1	214887	214888	29	0.1806	flank-DMR
chr1	215053	215054	27	0.2413	flank-DMR
chr1	215117	215118	36	0.1324	flank-DMR
chr1	215119	215120	29	0.2952	flank-DMR
