chr	start	end	coverage	methylation_level	type
chr1	213675	213676	28	0.1116	sub-DMR
chr1	213700	213701	28	0.1469	sub-DMR
chr1	213725	213726	33	0.1215	sub-DMR
chr1	213741	213742	41	0.0481	sub-DMR
chr1	213782	213783	22	0.0725	sub-DMR
chr1	213804	213805	28	0.2305	sub-DMR
chr1	213833	213834	26	0.2107	sub-DMR
chr1	213883	213884	31	0.1237	sub-DMR
chr1	213898	213899	32	0.2055	sub-DMR
chr1	213923	213924	30	0.0877	sub-DMR
chr1	213959	213960	20	0.1016	sub-DMR
chr1	213990	213991	23	0.155	sub-DMR
chr1	214005	214006	32	0.1574	sub-DMR
chr1	214031	214032	32	0.0944	sub-DMR
chr1	214081	214082	28	0.1603	sub-DMR
chr1	214113	214114	38	0.09	sub-DMR
chr1	214135	214136	18	0.0519	sub-DMR
chr1	214158	214159	32	0.0152	sub-DMR
chr1	214165	214166	32	0.0467	sub-DMR
chr1	214265	214266	36	0.1097	sub-DMR
chr1	214365	214366	31	0.0752	sub-DMR
chr1	214427	214428	25	0.0	sub-DMR
chr1	214527	214528	27	0.0652	sub-DMR
chr1	214621	214622	37	0.1774	sub-DMR
chr1	214735	214736	31	0.2189	flank-DMR
chr1	214795	214796	29	0.1613	flank-DMR
chr1	214837	214838	36	0.1036	flank-DMR
chr1	214863	214864	29	0.2459	flank-DMR
chr1	214873	214874	30	0.0204	flank-DMR
chr1	214887	214888	32	0.1275	flank-DMR
chr1	215053	215054	30	0.2123	flank-DMR
chr1	215117	215118	33	0.1393	flank-DMR
chr1	215119	215120	33	0.2429	flank-DMR
