chr	start	end	coverage	methylation_level	type
chr1	213675	213676	34	0.0	sub-DMR
chr1	213700	213701	33	0.1724	sub-DMR
chr1	213725	213726	13	0.1913	sub-DMR
chr1	213741	213742	32	0.0865	sub-DMR
chr1	213782	213783	31	0.0633	sub-DMR
chr1	213804	213805	27	0.2588	sub-DMR
chr1	213833	213834	31	0.1943	sub-DMR
chr1	213883	213884	36	0.0819	sub-DMR
chr1	213898	213899	29	0.0631	sub-DMR
chr1	213923	213924	35	0.1187	sub-DMR
chr1	213959	213960	34	0.1884	sub-DMR
chr1	213990	213991	29	0.0925	sub-DMR
chr1	214005	214006	29	0.1484	sub-DMR
chr1	214031	214032	24	0.0168	sub-DMR
chr1	214081	214082	23	0.14	sub-DMR
chr1	214113	214114	32	0.0967	sub-DMR
chr1	214135	214136	30	0.1354	sub-DMR
chr1	214158	214159	32	0.0936	sub-DMR
chr1	214165	214166	31	0.0494	sub-DMR
chr1	214265	214266	22	0.2385	sub-DMR
chr1	214365	214366	28	0.1484	sub-DMR
chr1	214427	214428	35	0.0289	sub-DMR
chr1	214527	214528	31	0.0221	sub-DMR
chr1	214621	214622	17	0.1697	sub-DMR
chr1	214735	214736	25	0.2058	flank-DMR
chr1	214795	214796	23	0.1284	flank-DMR
chr1	214837	214838	24	0.0619	flank-DMR
chr1	214863	214864	28	0.1982	flank-DMR
chr1	214873	214874	32	0.1535	flank-DMR
chr1	214887	214888	35	0.0614	flank-DMR
chr1	215053	215054	31	0.0429	flank-DMR
chr1	215117	215118	26	0.1065	flank-DMR
chr1	215119	215120	35	0.237	flank-DMR
