chr	start	end	coverage	methylation_level	type
chr1	213675	213676	29	0.0177	sub-DMR
chr1	213700	213701	29	0.2285	sub-DMR
chr1	213725	213726	26	0.1369	sub-DMR
chr1	213741	213742	25	0.205	sub-DMR
chr1	213782	213783	25	0.1567	sub-DMR
chr1	213804	213805	21	0.2683	sub-DMR
chr1	213833	213834	40	0.1254	sub-DMR
chr1	213883	213884	24	0.0492	sub-DMR
chr1	213898	213899	25	0.0128	sub-DMR
chr1	213923	213924	27	0.1518	sub-DMR
chr1	213959	213960	31	0.2044	sub-DMR
chr1	213990	213991	24	0.1478	sub-DMR
chr1	214005	214006	25	0.1795	sub-DMR
chr1	214031	214032	31	0.0391	sub-DMR
chr1	214081	214082	37	0.4363	sub-DMR
chr1	214113	214114	27	0.3912	sub-DMR
chr1	214135	214136	29	0.373	sub-DMR
chr1	214158	214159	14	0.4399	sub-DMR
chr1	214165	214166	33	0.4302	sub-DMR
chr1	214265	214266	29	0.3171	sub-DMR
chr1	214365	214366	32	0.3595	sub-DMR
chr1	214427	214428	34	0.3174	sub-DMR
chr1	214527	214528	21	0.0648	sub-DMR
chr1	214621	214622	29	0.1042	sub-DMR
chr1	214735	214736	31	0.1093	flank-DMR
chr1	214795	214796	17	0.1612	flank-DMR
chr1	214837	214838	31	0.0917	flank-DMR
chr1	214863	214864	38	0.1267	flank-DMR
chr1	214873	214874	34	0.253	flank-DMR
chr1	214887	214888	27	0.1867	flank-DMR
chr1	215053	215054	30	0.25	flank-DMR
chr1	215117	215118	28	0.0774	flank-DMR
chr1	215119	215120	32	0.2932	flank-DMR
