chr	start	end	coverage	methylation_level	type
chr1	103612	103613	34	0.7729	non-DMR
chr1	103638	103639	28	0.923	non-DMR
chr1	103653	103654	32	0.718	non-DMR
chr1	103690	103691	30	0.7276	non-DMR
chr1	103723	103724	37	0.8814	non-DMR
chr1	103757	103758	33	0.806	non-DMR
chr1	103804	103805	31	0.9645	non-DMR
chr1	103854	103855	23	0.8525	non-DMR
chr1	103879	103880	26	0.754	non-DMR
chr1	103917	103918	36	0.7052	non-DMR
chr1	103952	103953	18	0.6884	non-DMR
chr1	103988	103989	34	0.7819	non-DMR
chr1	104025	104026	32	0.869	non-DMR
chr1	104075	104076	23	0.7488	non-DMR
chr1	104151	104152	25	0.8942	non-DMR
chr1	104201	104202	32	0.881	non-DMR
chr1	104267	104268	26	0.7674	non-DMR
chr1	104367	104368	28	0.9048	non-DMR
chr1	104467	104468	30	0.6654	non-DMR
chr1	104541	104542	39	0.8165	flank-DMR
chr1	104563	104564	33	0.7966	flank-DMR
