chr	start	end	coverage	methylation_level	type
chr1	136057	136058	33	0.6314	good-DMR
chr1	136079	136080	33	0.5854	good-DMR
chr1	136113	136114	31	0.7336	good-DMR
chr1	136146	136147	29	0.6648	good-DMR
chr1	136178	136179	36	0.6235	good-DMR
chr1	136199	136200	27	0.6129	good-DMR
chr1	136214	136215	28	0.5773	good-DMR
chr1	136234	136235	30	0.4378	good-DMR
chr1	136279	136280	25	0.8094	good-DMR
chr1	136329	136330	30	0.5627	good-DMR
chr1	136368	136369	32	0.7108	good-DMR
chr1	136393	136394	27	0.5944	good-DMR
chr1	136438	136439	22	0.5929	good-DMR
chr1	136453	136454	29	0.7122	good-DMR
chr1	136483	136484	38	0.6918	good-DMR
chr1	136505	136506	25	0.6608	good-DMR
chr1	136531	136532	26	0.5703	good-DMR
chr1	136554	136555	27	0.6467	good-DMR
chr1	136571	136572	29	0.6119	good-DMR
chr1	136621	136622	32	0.5724	good-DMR
chr1	136643	136644	28	0.6607	good-DMR
chr1	136665	136666	31	0.6178	good-DMR
chr1	136693	136694	26	0.6505	good-DMR
chr1	136793	136794	30	0.6842	good-DMR
chr1	136893	136894	38	0.7118	good-DMR
chr1	136993	136994	30	0.7067	good-DMR
chr1	137093	137094	35	0.6211	good-DMR
chr1	137143	137144	39	0.6578	good-DMR
chr1	137243	137244	28	0.5145	good-DMR
chr1	137306	137307	31	0.5406	good-DMR
chr1	137320	137321	29	0.6706	flank-DMR
chr1	137406	137407	29	0.7863	flank-DMR
chr1	137408	137409	31	0.9775	flank-DMR
chr1	137456	137457	29	0.8838	flank-DMR
chr1	137664	137665	25	0.897	flank-DMR
chr1	137718	137719	26	1.0	flank-DMR
chr1	137798	137799	28	0.6767	flank-DMR
