chr	start	end	coverage	methylation_level	type
chr1	206618	206619	32	0.0215	good-DMR
chr1	206653	206654	29	0.0373	good-DMR
chr1	206681	206682	25	0.0	good-DMR
chr1	206731	206732	43	0.0702	good-DMR
chr1	206746	206747	23	0.0754	good-DMR
chr1	206796	206797	27	0.0449	good-DMR
chr1	206816	206817	23	0.0348	good-DMR
chr1	206856	206857	29	0.0975	good-DMR
chr1	206877	206878	35	0.0046	good-DMR
chr1	206899	206900	18	0.0235	good-DMR
chr1	206931	206932	25	0.0	good-DMR
chr1	206948	206949	28	0.0	good-DMR
chr1	206976	206977	41	0.0655	good-DMR
chr1	207009	207010	42	0.0	good-DMR
chr1	207024	207025	21	0.0284	good-DMR
chr1	207040	207041	26	0.0	good-DMR
chr1	207060	207061	21	0.0083	good-DMR
chr1	207110	207111	36	0.0318	good-DMR
chr1	207129	207130	29	0.0	good-DMR
chr1	207145	207146	37	0.0405	good-DMR
chr1	207245	207246	25	0.0	good-DMR
chr1	207317	207318	30	0.0	good-DMR
chr1	207382	207383	18	0.0119	good-DMR
chr1	207482	207483	33	0.0	good-DMR
chr1	207541	207542	27	0.0554	good-DMR
chr1	207641	207642	33	0.0	good-DMR
chr1	207713	207714	27	0.0235	flank-DMR
chr1	207863	207864	31	0.0823	flank-DMR
chr1	207911	207912	39	0.1317	flank-DMR
chr1	208077	208078	35	0.0533	flank-DMR
chr1	208141	208142	31	0.1023	flank-DMR
