chr	start	end	coverage	methylation_level	type
chr1	105768	105769	23	0.3686	good-DMR
chr1	105810	105811	29	0.5382	good-DMR
chr1	105839	105840	30	0.37	good-DMR
chr1	105883	105884	30	0.2571	good-DMR
chr1	105924	105925	24	0.3355	good-DMR
chr1	105951	105952	29	0.6411	good-DMR
chr1	105966	105967	25	0.3498	good-DMR
chr1	105989	105990	22	0.4983	good-DMR
chr1	106039	106040	32	0.4614	good-DMR
chr1	106075	106076	32	0.4462	good-DMR
chr1	106097	106098	27	0.3528	good-DMR
chr1	106131	106132	39	0.3506	good-DMR
chr1	106173	106174	36	0.5278	good-DMR
chr1	106195	106196	24	0.5132	good-DMR
chr1	106235	106236	32	0.4347	good-DMR
chr1	106335	106336	30	0.4684	good-DMR
chr1	106387	106388	29	0.4512	good-DMR
chr1	106487	106488	23	0.5225	good-DMR
chr1	106565	106566	24	0.5911	good-DMR
chr1	106655	106656	27	0.5602	good-DMR
chr1	106679	106680	30	0.8244	flank-DMR
chr1	106735	106736	19	0.7557	flank-DMR
chr1	106787	106788	27	0.6782	flank-DMR
chr1	106915	106916	29	0.7518	flank-DMR
chr1	106975	106976	35	0.6256	flank-DMR
chr1	106977	106978	26	0.7107	flank-DMR
chr1	106987	106988	28	0.6077	flank-DMR
chr1	107013	107014	28	0.6285	flank-DMR
chr1	107061	107062	30	0.6855	flank-DMR
chr1	107149	107150	27	0.6489	flank-DMR
