chr	start	end	coverage	methylation_level	type
chr1	105768	105769	33	0.7721	good-DMR
chr1	105810	105811	37	0.7416	good-DMR
chr1	105839	105840	33	0.6644	good-DMR
chr1	105883	105884	35	0.6204	good-DMR
chr1	105924	105925	26	0.7107	good-DMR
chr1	105951	105952	31	0.8178	good-DMR
chr1	105966	105967	27	0.6025	good-DMR
chr1	105989	105990	24	0.7771	good-DMR
chr1	106039	106040	31	0.6712	good-DMR
chr1	106075	106076	27	0.7118	good-DMR
chr1	106097	106098	19	0.6163	good-DMR
chr1	106131	106132	29	0.5855	good-DMR
chr1	106173	106174	31	0.714	good-DMR
chr1	106195	106196	35	0.7135	good-DMR
chr1	106235	106236	28	0.7501	good-DMR
chr1	106335	106336	24	0.7519	good-DMR
chr1	106387	106388	28	0.7051	good-DMR
chr1	106487	106488	36	0.7337	good-DMR
chr1	106565	106566	33	0.8852	good-DMR
chr1	106655	106656	26	0.7449	good-DMR
chr1	106679	106680	28	0.6461	flank-DMR
chr1	106735	106736	24	0.6319	flank-DMR
chr1	106787	106788	12	0.7563	flank-DMR
chr1	106915	106916	34	0.7147	flank-DMR
chr1	106975	106976	27	0.7971	flank-DMR
chr1	106977	106978	29	0.8178	flank-DMR
chr1	106987	106988	24	0.7314	flank-DMR
chr1	107013	107014	24	0.6881	flank-DMR
chr1	107061	107062	34	0.6562	flank-DMR
chr1	107149	107150	28	0.6937	flank-DMR
