chr	start	end	coverage	methylation_level	type
chr1	114437	114438	28	0.6177	non-DMR
chr1	114452	114453	26	0.7167	non-DMR
chr1	114496	114497	29	0.7913	non-DMR
chr1	114524	114525	28	0.8274	non-DMR
chr1	114553	114554	31	0.6426	non-DMR
chr1	114603	114604	31	0.6665	non-DMR
chr1	114618	114619	36	0.6852	non-DMR
chr1	114635	114636	28	0.8336	non-DMR
chr1	114670	114671	19	0.6678	non-DMR
chr1	114685	114686	31	0.702	non-DMR
chr1	114707	114708	19	0.6532	non-DMR
chr1	114756	114757	27	0.7112	non-DMR
chr1	114784	114785	36	0.8172	non-DMR
chr1	114799	114800	26	0.7577	non-DMR
chr1	114832	114833	27	0.7168	non-DMR
chr1	114857	114858	33	0.7239	non-DMR
chr1	114878	114879	32	0.6865	non-DMR
chr1	114928	114929	27	0.6688	non-DMR
chr1	114951	114952	26	0.7145	non-DMR
chr1	115035	115036	28	0.7945	non-DMR
chr1	115135	115136	25	0.7252	non-DMR
chr1	115219	115220	35	0.7565	non-DMR
chr1	115292	115293	25	0.6682	non-DMR
chr1	115392	115393	31	0.7446	non-DMR
chr1	115462	115463	26	0.6472	flank-DMR
chr1	115464	115465	28	0.7205	flank-DMR
