chr	start	end	coverage	methylation_level	type
chr1	114437	114438	21	0.6857	non-DMR
chr1	114452	114453	38	0.7555	non-DMR
chr1	114496	114497	26	0.749	non-DMR
chr1	114524	114525	35	0.8061	non-DMR
chr1	114553	114554	24	0.7779	non-DMR
chr1	114603	114604	29	0.7411	non-DMR
chr1	114618	114619	41	0.777	non-DMR
chr1	114635	114636	25	0.6879	non-DMR
chr1	114670	114671	38	0.6798	non-DMR
chr1	114685	114686	26	0.6539	non-DMR
chr1	114707	114708	30	0.6124	non-DMR
chr1	114756	114757	31	0.7275	non-DMR
chr1	114784	114785	23	0.7611	non-DMR
chr1	114799	114800	34	0.7896	non-DMR
chr1	114832	114833	28	0.7408	non-DMR
chr1	114857	114858	24	0.7533	non-DMR
chr1	114878	114879	35	0.7814	non-DMR
chr1	114928	114929	29	0.6783	non-DMR
chr1	114951	114952	22	0.6801	non-DMR
chr1	115035	115036	29	0.7173	non-DMR
chr1	115135	115136	27	0.7574	non-DMR
chr1	115219	115220	32	0.6617	non-DMR
chr1	115292	115293	33	0.6157	non-DMR
chr1	115392	115393	37	0.6523	non-DMR
chr1	115462	115463	31	0.5467	flank-DMR
chr1	115464	115465	28	0.7506	flank-DMR
