chr	start	end	coverage	methylation_level	type
chr1	179140	179141	27	0.7601	non-DMR
chr1	179167	179168	36	0.8862	non-DMR
chr1	179197	179198	26	0.6483	non-DMR
chr1	179225	179226	21	0.8343	non-DMR
chr1	179275	179276	30	0.9154	non-DMR
chr1	179300	179301	28	0.7148	non-DMR
chr1	179328	179329	33	0.8358	non-DMR
chr1	179378	179379	24	0.9841	non-DMR
chr1	179402	179403	38	0.7779	non-DMR
chr1	179426	179427	25	0.7248	non-DMR
chr1	179471	179472	25	0.8139	non-DMR
chr1	179511	179512	32	0.7714	non-DMR
chr1	179526	179527	33	0.6794	non-DMR
chr1	179541	179542	31	0.7627	non-DMR
chr1	179579	179580	29	0.7082	non-DMR
chr1	179597	179598	32	0.6372	non-DMR
chr1	179633	179634	29	0.8417	non-DMR
chr1	179654	179655	27	0.8076	non-DMR
chr1	179672	179673	25	0.7588	non-DMR
chr1	179772	179773	30	0.8117	non-DMR
chr1	179822	179823	26	0.6835	non-DMR
chr1	179922	179923	30	0.8052	non-DMR
chr1	180022	180023	32	0.7907	non-DMR
chr1	180122	180123	27	0.8735	non-DMR
chr1	180195	180196	32	0.8558	non-DMR
chr1	180223	180224	29	0.9032	flank-DMR
