chr	start	end	coverage	methylation_level	type
chr1	202332	202333	25	0.764	non-DMR
chr1	202370	202371	28	0.7123	non-DMR
chr1	202390	202391	31	0.8674	non-DMR
chr1	202410	202411	27	0.7816	non-DMR
chr1	202443	202444	25	0.8086	non-DMR
chr1	202458	202459	25	0.8444	non-DMR
chr1	202495	202496	34	0.928	non-DMR
chr1	202516	202517	28	0.8377	non-DMR
chr1	202560	202561	31	0.8035	non-DMR
chr1	202581	202582	22	0.6718	non-DMR
chr1	202631	202632	26	0.9397	non-DMR
chr1	202681	202682	26	0.8672	non-DMR
chr1	202706	202707	31	0.6659	non-DMR
chr1	202733	202734	21	0.7361	non-DMR
chr1	202756	202757	34	0.7771	non-DMR
chr1	202795	202796	25	0.82	non-DMR
chr1	202845	202846	24	0.6699	non-DMR
chr1	202850	202851	26	1.0	non-DMR
chr1	202900	202901	23	0.7707	non-DMR
chr1	203000	203001	37	0.7123	non-DMR
chr1	203100	203101	31	0.7302	non-DMR
chr1	203190	203191	22	0.8733	non-DMR
chr1	203290	203291	23	0.724	non-DMR
chr1	203308	203309	24	0.8198	flank-DMR
chr1	203384	203385	28	0.7376	flank-DMR
