chr	start	end	coverage	methylation_level	type
chr1	202332	202333	33	0.7299	non-DMR
chr1	202370	202371	37	0.7952	non-DMR
chr1	202390	202391	18	0.8693	non-DMR
chr1	202410	202411	30	0.758	non-DMR
chr1	202443	202444	33	0.7799	non-DMR
chr1	202458	202459	33	0.7869	non-DMR
chr1	202495	202496	28	0.9109	non-DMR
chr1	202516	202517	31	0.8415	non-DMR
chr1	202560	202561	38	0.8711	non-DMR
chr1	202581	202582	31	0.7631	non-DMR
chr1	202631	202632	34	0.9352	non-DMR
chr1	202681	202682	26	0.8772	non-DMR
chr1	202706	202707	32	0.6252	non-DMR
chr1	202733	202734	29	0.7607	non-DMR
chr1	202756	202757	25	0.8598	non-DMR
chr1	202795	202796	28	0.8087	non-DMR
chr1	202845	202846	30	0.6601	non-DMR
chr1	202850	202851	35	1.0	non-DMR
chr1	202900	202901	26	0.8361	non-DMR
chr1	203000	203001	37	0.7194	non-DMR
chr1	203100	203101	20	0.8013	non-DMR
chr1	203190	203191	28	0.823	non-DMR
chr1	203290	203291	28	0.7165	non-DMR
chr1	203308	203309	25	0.8361	flank-DMR
chr1	203384	203385	35	0.7489	flank-DMR
