chr	start	end	coverage	methylation_level	type
chr1	117750	117751	29	0.4971	good-DMR
chr1	117765	117766	26	0.3727	good-DMR
chr1	117809	117810	27	0.407	good-DMR
chr1	117846	117847	32	0.5542	good-DMR
chr1	117891	117892	29	0.4509	good-DMR
chr1	117932	117933	22	0.5074	good-DMR
chr1	117965	117966	28	0.512	good-DMR
chr1	118009	118010	28	0.5712	good-DMR
chr1	118033	118034	25	0.5604	good-DMR
chr1	118073	118074	26	0.6322	good-DMR
chr1	118096	118097	23	0.5566	good-DMR
chr1	118137	118138	19	0.4555	good-DMR
chr1	118164	118165	27	0.582	good-DMR
chr1	118202	118203	34	0.6157	good-DMR
chr1	118209	118210	27	0.4112	good-DMR
chr1	118294	118295	34	0.4722	good-DMR
chr1	118381	118382	26	0.5197	good-DMR
chr1	118431	118432	26	0.4755	good-DMR
chr1	118531	118532	37	0.6084	good-DMR
chr1	118631	118632	21	0.573	good-DMR
chr1	118633	118634	30	0.8394	flank-DMR
chr1	118717	118718	32	0.8322	flank-DMR
chr1	118803	118804	23	0.842	flank-DMR
chr1	118807	118808	29	0.702	flank-DMR
chr1	119041	119042	32	0.952	flank-DMR
