chr	start	end	coverage	methylation_level	type
chr1	117750	117751	30	0.5541	good-DMR
chr1	117765	117766	25	0.462	good-DMR
chr1	117809	117810	23	0.3576	good-DMR
chr1	117846	117847	33	0.5675	good-DMR
chr1	117891	117892	33	0.4264	good-DMR
chr1	117932	117933	29	0.4516	good-DMR
chr1	117965	117966	28	0.3912	good-DMR
chr1	118009	118010	38	0.7008	good-DMR
chr1	118033	118034	20	0.4383	good-DMR
chr1	118073	118074	36	0.4998	good-DMR
chr1	118096	118097	36	0.5357	good-DMR
chr1	118137	118138	28	0.5112	good-DMR
chr1	118164	118165	29	0.5573	good-DMR
chr1	118202	118203	32	0.5586	good-DMR
chr1	118209	118210	35	0.5658	good-DMR
chr1	118294	118295	31	0.5436	good-DMR
chr1	118381	118382	36	0.5763	good-DMR
chr1	118431	118432	27	0.6138	good-DMR
chr1	118531	118532	32	0.5196	good-DMR
chr1	118631	118632	35	0.4167	good-DMR
chr1	118633	118634	33	0.8224	flank-DMR
chr1	118717	118718	30	0.7843	flank-DMR
chr1	118803	118804	26	0.8428	flank-DMR
chr1	118807	118808	29	0.7173	flank-DMR
chr1	119041	119042	31	0.9118	flank-DMR
