chr	start	end	coverage	methylation_level	type
chr1	204468	204469	32	0.8809	non-DMR
chr1	204513	204514	19	0.6218	non-DMR
chr1	204539	204540	29	0.7034	non-DMR
chr1	204562	204563	27	0.6791	non-DMR
chr1	204584	204585	31	0.7665	non-DMR
chr1	204608	204609	24	0.7026	non-DMR
chr1	204658	204659	43	0.6229	non-DMR
chr1	204676	204677	34	0.7156	non-DMR
chr1	204726	204727	29	0.5736	non-DMR
chr1	204750	204751	41	0.6841	non-DMR
chr1	204791	204792	37	0.5148	non-DMR
chr1	204833	204834	25	0.6875	non-DMR
chr1	204883	204884	24	0.6337	non-DMR
chr1	204901	204902	32	0.5251	non-DMR
chr1	204979	204980	25	0.6189	non-DMR
chr1	205050	205051	28	0.8214	non-DMR
chr1	205100	205101	30	0.6188	non-DMR
chr1	205150	205151	28	0.5631	non-DMR
chr1	205200	205201	23	0.5495	non-DMR
chr1	205300	205301	32	0.7303	non-DMR
chr1	205324	205325	34	0.7416	flank-DMR
