chr	start	end	coverage	methylation_level	type
chr1	204468	204469	23	0.8318	non-DMR
chr1	204513	204514	27	0.6537	non-DMR
chr1	204539	204540	29	0.8134	non-DMR
chr1	204562	204563	27	0.7944	non-DMR
chr1	204584	204585	25	0.8217	non-DMR
chr1	204608	204609	35	0.8497	non-DMR
chr1	204658	204659	41	0.7947	non-DMR
chr1	204676	204677	28	0.7191	non-DMR
chr1	204726	204727	25	0.6488	non-DMR
chr1	204750	204751	25	0.6464	non-DMR
chr1	204791	204792	26	0.6263	non-DMR
chr1	204833	204834	34	0.8218	non-DMR
chr1	204883	204884	34	0.745	non-DMR
chr1	204901	204902	29	0.5488	non-DMR
chr1	204979	204980	29	0.7678	non-DMR
chr1	205050	205051	24	0.8305	non-DMR
chr1	205100	205101	33	0.7359	non-DMR
chr1	205150	205151	21	0.6846	non-DMR
chr1	205200	205201	24	0.6534	non-DMR
chr1	205300	205301	32	0.8006	non-DMR
chr1	205324	205325	37	0.6961	flank-DMR
