chr	start	end	coverage	methylation_level	type
chr1	175933	175934	30	0.6893	non-DMR
chr1	175964	175965	28	0.6918	non-DMR
chr1	175979	175980	21	0.6324	non-DMR
chr1	176000	176001	34	0.5529	non-DMR
chr1	176029	176030	35	0.6258	non-DMR
chr1	176052	176053	24	0.6218	non-DMR
chr1	176102	176103	34	0.7334	non-DMR
chr1	176152	176153	27	0.531	non-DMR
chr1	176177	176178	37	0.6015	non-DMR
chr1	176209	176210	29	0.6992	non-DMR
chr1	176224	176225	26	0.6628	non-DMR
chr1	176253	176254	24	0.5587	non-DMR
chr1	176303	176304	27	0.546	non-DMR
chr1	176325	176326	28	0.5962	non-DMR
chr1	176351	176352	30	0.5563	non-DMR
chr1	176366	176367	35	0.7757	non-DMR
chr1	176389	176390	26	0.6818	non-DMR
chr1	176404	176405	34	0.7427	non-DMR
chr1	176419	176420	19	0.739	non-DMR
chr1	176469	176470	35	0.5722	non-DMR
chr1	176478	176479	31	0.6791	non-DMR
chr1	176578	176579	31	0.6679	non-DMR
chr1	176654	176655	25	0.6887	non-DMR
chr1	176723	176724	31	0.7195	non-DMR
chr1	176823	176824	35	0.5713	non-DMR
chr1	176923	176924	31	0.5056	non-DMR
chr1	176977	176978	26	0.6042	non-DMR
chr1	177003	177004	22	0.5784	flank-DMR
chr1	177067	177068	26	0.5087	flank-DMR
