chr	start	end	coverage	methylation_level	type
chr1	191957	191958	31	0.8508	good-DMR
chr1	191976	191977	40	0.9026	good-DMR
chr1	191997	191998	23	0.8189	good-DMR
chr1	192012	192013	29	0.9722	good-DMR
chr1	192029	192030	27	0.9009	good-DMR
chr1	192065	192066	29	0.8586	good-DMR
chr1	192080	192081	24	0.869	good-DMR
chr1	192114	192115	30	0.9196	good-DMR
chr1	192146	192147	25	0.7611	good-DMR
chr1	192161	192162	29	0.8254	good-DMR
chr1	192203	192204	37	0.8074	good-DMR
chr1	192222	192223	33	0.8753	good-DMR
chr1	192260	192261	33	0.7393	good-DMR
chr1	192310	192311	24	0.7968	good-DMR
chr1	192349	192350	36	0.7993	good-DMR
chr1	192398	192399	29	0.7473	good-DMR
chr1	192446	192447	37	0.7971	good-DMR
chr1	192469	192470	27	0.8617	good-DMR
chr1	192544	192545	25	0.8499	good-DMR
chr1	192594	192595	31	0.8462	good-DMR
chr1	192674	192675	27	0.9709	good-DMR
chr1	192760	192761	36	0.981	good-DMR
chr1	192860	192861	22	0.8395	good-DMR
chr1	192958	192959	27	0.9546	good-DMR
chr1	193062	193063	33	0.8216	flank-DMR
chr1	193088	193089	31	0.7854	flank-DMR
chr1	193090	193091	30	0.7737	flank-DMR
chr1	193098	193099	23	0.8929	flank-DMR
chr1	193266	193267	25	0.9721	flank-DMR
chr1	193284	193285	39	0.7579	flank-DMR
chr1	193300	193301	36	0.7128	flank-DMR
chr1	193402	193403	27	0.8659	flank-DMR
