chr	start	end	coverage	methylation_level	type
chr1	140821	140822	27	0.2363	good-DMR
chr1	140860	140861	25	0.3603	good-DMR
chr1	140890	140891	27	0.1694	good-DMR
chr1	140915	140916	39	0.3459	good-DMR
chr1	140965	140966	30	0.2417	good-DMR
chr1	140991	140992	33	0.2436	good-DMR
chr1	141041	141042	24	0.1364	good-DMR
chr1	141071	141072	18	0.4486	good-DMR
chr1	141091	141092	27	0.5186	good-DMR
chr1	141106	141107	31	0.3356	good-DMR
chr1	141156	141157	29	0.3166	good-DMR
chr1	141204	141205	24	0.2785	good-DMR
chr1	141249	141250	22	0.2133	good-DMR
chr1	141299	141300	24	0.3366	good-DMR
chr1	141345	141346	27	0.269	good-DMR
chr1	141395	141396	34	0.2529	good-DMR
chr1	141445	141446	22	0.1776	good-DMR
chr1	141529	141530	33	0.4327	good-DMR
chr1	141629	141630	26	0.2415	good-DMR
chr1	141729	141730	25	0.2411	good-DMR
chr1	141829	141830	29	0.2729	good-DMR
chr1	141897	141898	28	0.0	flank-DMR
chr1	141951	141952	22	0.0	flank-DMR
chr1	142019	142020	24	0.2125	flank-DMR
chr1	142123	142124	24	0.0875	flank-DMR
chr1	142157	142158	26	0.0936	flank-DMR
