chr	start	end	coverage	methylation_level	type
chr1	183082	183083	43	0.6927	good-DMR
chr1	183125	183126	26	0.677	good-DMR
chr1	183140	183141	28	0.7484	good-DMR
chr1	183183	183184	33	0.6415	good-DMR
chr1	183229	183230	23	0.7293	good-DMR
chr1	183273	183274	35	0.6876	good-DMR
chr1	183291	183292	29	0.5907	good-DMR
chr1	183316	183317	30	0.6402	good-DMR
chr1	183351	183352	33	0.8079	good-DMR
chr1	183380	183381	40	0.542	good-DMR
chr1	183403	183404	27	0.5794	good-DMR
chr1	183428	183429	28	0.6697	good-DMR
chr1	183455	183456	30	0.635	good-DMR
chr1	183505	183506	27	0.6178	good-DMR
chr1	183526	183527	39	0.7727	good-DMR
chr1	183548	183549	22	0.7563	good-DMR
chr1	183598	183599	28	0.6061	good-DMR
chr1	183625	183626	28	0.6118	good-DMR
chr1	183635	183636	31	0.6919	good-DMR
chr1	183735	183736	33	0.6476	good-DMR
chr1	183788	183789	28	0.6708	good-DMR
chr1	183888	183889	30	0.6559	good-DMR
chr1	183988	183989	36	0.762	good-DMR
chr1	184052	184053	31	0.561	good-DMR
chr1	184152	184153	30	0.7968	good-DMR
chr1	184168	184169	24	0.7898	flank-DMR
chr1	184228	184229	33	0.8793	flank-DMR
chr1	184248	184249	35	1.0	flank-DMR
chr1	184258	184259	30	0.9165	flank-DMR
chr1	184266	184267	28	0.6806	flank-DMR
chr1	184306	184307	38	0.8317	flank-DMR
chr1	184350	184351	23	0.7943	flank-DMR
chr1	184358	184359	23	0.7799	flank-DMR
chr1	184446	184447	29	0.9136	flank-DMR
chr1	184488	184489	23	0.7851	flank-DMR
