chr	start	end	coverage	methylation_level	type
chr1	183082	183083	36	0.5883	good-DMR
chr1	183125	183126	20	0.6593	good-DMR
chr1	183140	183141	29	0.635	good-DMR
chr1	183183	183184	30	0.7669	good-DMR
chr1	183229	183230	30	0.7088	good-DMR
chr1	183273	183274	32	0.7511	good-DMR
chr1	183291	183292	28	0.6467	good-DMR
chr1	183316	183317	24	0.5524	good-DMR
chr1	183351	183352	31	0.7768	good-DMR
chr1	183380	183381	26	0.5563	good-DMR
chr1	183403	183404	29	0.5376	good-DMR
chr1	183428	183429	34	0.5818	good-DMR
chr1	183455	183456	39	0.5822	good-DMR
chr1	183505	183506	33	0.6828	good-DMR
chr1	183526	183527	29	0.603	good-DMR
chr1	183548	183549	31	0.7603	good-DMR
chr1	183598	183599	30	0.5656	good-DMR
chr1	183625	183626	26	0.5258	good-DMR
chr1	183635	183636	26	0.6074	good-DMR
chr1	183735	183736	35	0.7144	good-DMR
chr1	183788	183789	41	0.6603	good-DMR
chr1	183888	183889	20	0.6814	good-DMR
chr1	183988	183989	21	0.7913	good-DMR
chr1	184052	184053	34	0.5819	good-DMR
chr1	184152	184153	28	0.76	good-DMR
chr1	184168	184169	35	0.8172	flank-DMR
chr1	184228	184229	22	0.8079	flank-DMR
chr1	184248	184249	23	0.9545	flank-DMR
chr1	184258	184259	34	0.9817	flank-DMR
chr1	184266	184267	30	0.6789	flank-DMR
chr1	184306	184307	24	0.7751	flank-DMR
chr1	184350	184351	27	0.728	flank-DMR
chr1	184358	184359	29	0.7302	flank-DMR
chr1	184446	184447	26	0.8729	flank-DMR
chr1	184488	184489	27	0.7396	flank-DMR
