chr	start	end	coverage	methylation_level	type
chr1	183082	183083	21	0.637	good-DMR
chr1	183125	183126	31	0.6476	good-DMR
chr1	183140	183141	31	0.7141	good-DMR
chr1	183183	183184	34	0.6925	good-DMR
chr1	183229	183230	26	0.7091	good-DMR
chr1	183273	183274	21	0.7487	good-DMR
chr1	183291	183292	28	0.6443	good-DMR
chr1	183316	183317	32	0.5532	good-DMR
chr1	183351	183352	24	0.7474	good-DMR
chr1	183380	183381	32	0.6016	good-DMR
chr1	183403	183404	30	0.4541	good-DMR
chr1	183428	183429	25	0.6804	good-DMR
chr1	183455	183456	34	0.5459	good-DMR
chr1	183505	183506	26	0.6903	good-DMR
chr1	183526	183527	35	0.6543	good-DMR
chr1	183548	183549	23	0.6761	good-DMR
chr1	183598	183599	30	0.6006	good-DMR
chr1	183625	183626	26	0.4983	good-DMR
chr1	183635	183636	25	0.7529	good-DMR
chr1	183735	183736	30	0.6398	good-DMR
chr1	183788	183789	33	0.5158	good-DMR
chr1	183888	183889	20	0.6813	good-DMR
chr1	183988	183989	35	0.728	good-DMR
chr1	184052	184053	28	0.625	good-DMR
chr1	184152	184153	35	0.7536	good-DMR
chr1	184168	184169	26	0.8842	flank-DMR
chr1	184228	184229	31	0.8457	flank-DMR
chr1	184248	184249	38	0.9289	flank-DMR
chr1	184258	184259	28	0.9306	flank-DMR
chr1	184266	184267	33	0.6284	flank-DMR
chr1	184306	184307	30	0.8102	flank-DMR
chr1	184350	184351	30	0.8075	flank-DMR
chr1	184358	184359	31	0.7982	flank-DMR
chr1	184446	184447	31	0.8619	flank-DMR
chr1	184488	184489	27	0.732	flank-DMR
