chr	start	end	coverage	methylation_level	type
chr1	144773	144774	36	0.8676	sub-DMR
chr1	144802	144803	43	0.8027	sub-DMR
chr1	144827	144828	26	0.9775	sub-DMR
chr1	144877	144878	26	0.8455	sub-DMR
chr1	144894	144895	40	0.8308	sub-DMR
chr1	144944	144945	29	0.8185	sub-DMR
chr1	144994	144995	36	0.6988	sub-DMR
chr1	145012	145013	38	0.9612	sub-DMR
chr1	145027	145028	34	0.7109	sub-DMR
chr1	145062	145063	30	0.9422	sub-DMR
chr1	145093	145094	29	0.79	sub-DMR
chr1	145143	145144	28	1.0	sub-DMR
chr1	145160	145161	27	0.7593	sub-DMR
chr1	145194	145195	30	0.6833	sub-DMR
chr1	145231	145232	31	0.579	sub-DMR
chr1	145263	145264	38	0.6078	sub-DMR
chr1	145288	145289	32	0.8056	sub-DMR
chr1	145302	145303	38	0.6192	sub-DMR
chr1	145402	145403	23	0.618	sub-DMR
chr1	145452	145453	32	0.6664	sub-DMR
chr1	145552	145553	30	0.7551	sub-DMR
chr1	145626	145627	29	0.6649	sub-DMR
chr1	145676	145677	29	0.7551	sub-DMR
chr1	145728	145729	30	0.7355	sub-DMR
chr1	145820	145821	28	0.7413	sub-DMR
chr1	145930	145931	19	0.8627	flank-DMR
chr1	145976	145977	31	0.8398	flank-DMR
chr1	146104	146105	32	0.7874	flank-DMR
chr1	146164	146165	26	0.9354	flank-DMR
chr1	146210	146211	23	0.8749	flank-DMR
chr1	146264	146265	20	0.9146	flank-DMR
