chr	start	end	coverage	methylation_level	type
chr1	144773	144774	29	0.8766	sub-DMR
chr1	144802	144803	27	0.9186	sub-DMR
chr1	144827	144828	29	0.9644	sub-DMR
chr1	144877	144878	28	0.9502	sub-DMR
chr1	144894	144895	28	0.8636	sub-DMR
chr1	144944	144945	33	0.8625	sub-DMR
chr1	144994	144995	29	0.7287	sub-DMR
chr1	145012	145013	33	0.945	sub-DMR
chr1	145027	145028	34	0.7704	sub-DMR
chr1	145062	145063	31	0.9105	sub-DMR
chr1	145093	145094	29	0.8365	sub-DMR
chr1	145143	145144	27	1.0	sub-DMR
chr1	145160	145161	24	0.8656	sub-DMR
chr1	145194	145195	25	0.9101	sub-DMR
chr1	145231	145232	37	0.795	sub-DMR
chr1	145263	145264	20	0.9039	sub-DMR
chr1	145288	145289	29	0.9558	sub-DMR
chr1	145302	145303	33	0.7436	sub-DMR
chr1	145402	145403	24	0.8841	sub-DMR
chr1	145452	145453	39	0.8688	sub-DMR
chr1	145552	145553	27	1.0	sub-DMR
chr1	145626	145627	29	0.7604	sub-DMR
chr1	145676	145677	24	0.9046	sub-DMR
chr1	145728	145729	25	0.8885	sub-DMR
chr1	145820	145821	23	0.764	sub-DMR
chr1	145930	145931	24	0.8192	flank-DMR
chr1	145976	145977	23	0.9175	flank-DMR
chr1	146104	146105	36	0.8803	flank-DMR
chr1	146164	146165	21	0.8749	flank-DMR
chr1	146210	146211	19	0.96	flank-DMR
chr1	146264	146265	31	0.8891	flank-DMR
