chr	start	end	coverage	methylation_level	type
chr1	144773	144774	27	0.9446	sub-DMR
chr1	144802	144803	30	0.8643	sub-DMR
chr1	144827	144828	32	0.8729	sub-DMR
chr1	144877	144878	30	0.9363	sub-DMR
chr1	144894	144895	27	0.9624	sub-DMR
chr1	144944	144945	22	0.9237	sub-DMR
chr1	144994	144995	23	0.7243	sub-DMR
chr1	145012	145013	31	0.976	sub-DMR
chr1	145027	145028	26	0.8212	sub-DMR
chr1	145062	145063	25	1.0	sub-DMR
chr1	145093	145094	25	0.9318	sub-DMR
chr1	145143	145144	22	0.9289	sub-DMR
chr1	145160	145161	14	0.9578	sub-DMR
chr1	145194	145195	32	0.7852	sub-DMR
chr1	145231	145232	23	0.7078	sub-DMR
chr1	145263	145264	28	0.8509	sub-DMR
chr1	145288	145289	35	0.9263	sub-DMR
chr1	145302	145303	38	0.7102	sub-DMR
chr1	145402	145403	28	0.9126	sub-DMR
chr1	145452	145453	27	0.9341	sub-DMR
chr1	145552	145553	33	0.9092	sub-DMR
chr1	145626	145627	29	0.8825	sub-DMR
chr1	145676	145677	36	0.9779	sub-DMR
chr1	145728	145729	32	0.8177	sub-DMR
chr1	145820	145821	32	0.7698	sub-DMR
chr1	145930	145931	27	0.7462	flank-DMR
chr1	145976	145977	35	0.8216	flank-DMR
chr1	146104	146105	28	0.8441	flank-DMR
chr1	146164	146165	32	0.9544	flank-DMR
chr1	146210	146211	30	0.8831	flank-DMR
chr1	146264	146265	36	0.8609	flank-DMR
