chr	start	end	coverage	methylation_level	type
chr1	144773	144774	35	1.0	sub-DMR
chr1	144802	144803	28	0.841	sub-DMR
chr1	144827	144828	29	0.893	sub-DMR
chr1	144877	144878	29	0.8826	sub-DMR
chr1	144894	144895	33	0.775	sub-DMR
chr1	144944	144945	28	0.8935	sub-DMR
chr1	144994	144995	22	0.6442	sub-DMR
chr1	145012	145013	35	0.9597	sub-DMR
chr1	145027	145028	20	0.7297	sub-DMR
chr1	145062	145063	27	0.8718	sub-DMR
chr1	145093	145094	41	0.7447	sub-DMR
chr1	145143	145144	26	0.9723	sub-DMR
chr1	145160	145161	22	0.7154	sub-DMR
chr1	145194	145195	25	0.6165	sub-DMR
chr1	145231	145232	33	0.6014	sub-DMR
chr1	145263	145264	29	0.5768	sub-DMR
chr1	145288	145289	27	0.7535	sub-DMR
chr1	145302	145303	25	0.67	sub-DMR
chr1	145402	145403	39	0.621	sub-DMR
chr1	145452	145453	38	0.6306	sub-DMR
chr1	145552	145553	23	0.7924	sub-DMR
chr1	145626	145627	28	0.6898	sub-DMR
chr1	145676	145677	34	0.7685	sub-DMR
chr1	145728	145729	26	0.8575	sub-DMR
chr1	145820	145821	28	0.8492	sub-DMR
chr1	145930	145931	33	0.8783	flank-DMR
chr1	145976	145977	32	0.8484	flank-DMR
chr1	146104	146105	28	0.7222	flank-DMR
chr1	146164	146165	34	0.9155	flank-DMR
chr1	146210	146211	27	0.8187	flank-DMR
chr1	146264	146265	27	0.9168	flank-DMR
