chr	start	end	coverage	methylation_level	type
chr1	144773	144774	28	0.9133	sub-DMR
chr1	144802	144803	29	0.7439	sub-DMR
chr1	144827	144828	33	0.941	sub-DMR
chr1	144877	144878	33	0.8442	sub-DMR
chr1	144894	144895	32	0.7888	sub-DMR
chr1	144944	144945	27	0.8383	sub-DMR
chr1	144994	144995	27	0.7774	sub-DMR
chr1	145012	145013	37	0.9867	sub-DMR
chr1	145027	145028	30	0.8411	sub-DMR
chr1	145062	145063	17	0.9317	sub-DMR
chr1	145093	145094	35	0.7479	sub-DMR
chr1	145143	145144	25	1.0	sub-DMR
chr1	145160	145161	29	0.6802	sub-DMR
chr1	145194	145195	20	0.6028	sub-DMR
chr1	145231	145232	27	0.6344	sub-DMR
chr1	145263	145264	33	0.5772	sub-DMR
chr1	145288	145289	25	0.7826	sub-DMR
chr1	145302	145303	30	0.6202	sub-DMR
chr1	145402	145403	27	0.6619	sub-DMR
chr1	145452	145453	29	0.6031	sub-DMR
chr1	145552	145553	26	0.6775	sub-DMR
chr1	145626	145627	27	0.6094	sub-DMR
chr1	145676	145677	26	0.7275	sub-DMR
chr1	145728	145729	33	0.7569	sub-DMR
chr1	145820	145821	30	0.7899	sub-DMR
chr1	145930	145931	30	0.8546	flank-DMR
chr1	145976	145977	19	0.887	flank-DMR
chr1	146104	146105	29	0.7872	flank-DMR
chr1	146164	146165	25	0.9203	flank-DMR
chr1	146210	146211	33	0.8079	flank-DMR
chr1	146264	146265	26	0.9931	flank-DMR
