chr	start	end	coverage	methylation_level	type
chr1	127533	127534	18	0.2438	good-DMR
chr1	127574	127575	28	0.2019	good-DMR
chr1	127624	127625	29	0.2554	good-DMR
chr1	127653	127654	23	0.2086	good-DMR
chr1	127670	127671	32	0.384	good-DMR
chr1	127720	127721	24	0.3258	good-DMR
chr1	127762	127763	38	0.3852	good-DMR
chr1	127779	127780	32	0.4715	good-DMR
chr1	127807	127808	26	0.3452	good-DMR
chr1	127845	127846	30	0.3838	good-DMR
chr1	127866	127867	21	0.4441	good-DMR
chr1	127882	127883	29	0.3132	good-DMR
chr1	127927	127928	27	0.4437	good-DMR
chr1	127942	127943	32	0.346	good-DMR
chr1	127965	127966	32	0.219	good-DMR
chr1	127988	127989	32	0.2527	good-DMR
chr1	128006	128007	28	0.5679	good-DMR
chr1	128031	128032	37	0.354	good-DMR
chr1	128058	128059	28	0.3646	good-DMR
chr1	128073	128074	26	0.3749	good-DMR
chr1	128107	128108	25	0.3728	good-DMR
chr1	128108	128109	27	0.4236	good-DMR
chr1	128208	128209	31	0.3469	good-DMR
chr1	128305	128306	32	0.2669	good-DMR
chr1	128355	128356	25	0.3375	good-DMR
chr1	128455	128456	31	0.3393	good-DMR
chr1	128555	128556	29	0.2597	good-DMR
chr1	128655	128656	22	0.2685	good-DMR
chr1	128659	128660	26	0.6063	flank-DMR
chr1	128753	128754	22	0.7479	flank-DMR
chr1	128771	128772	23	0.7902	flank-DMR
chr1	128791	128792	33	0.4919	flank-DMR
chr1	128875	128876	24	0.5871	flank-DMR
chr1	128919	128920	32	0.5839	flank-DMR
chr1	128951	128952	31	0.4923	flank-DMR
chr1	129137	129138	25	0.7404	flank-DMR
