chr	start	end	coverage	methylation_level	type
chr1	143253	143254	32	0.4619	good-DMR
chr1	143295	143296	30	0.4912	good-DMR
chr1	143323	143324	30	0.5696	good-DMR
chr1	143341	143342	34	0.4267	good-DMR
chr1	143358	143359	31	0.2924	good-DMR
chr1	143393	143394	25	0.4134	good-DMR
chr1	143440	143441	28	0.4198	good-DMR
chr1	143472	143473	26	0.3872	good-DMR
chr1	143509	143510	31	0.521	good-DMR
chr1	143551	143552	25	0.3471	good-DMR
chr1	143575	143576	27	0.524	good-DMR
chr1	143613	143614	32	0.3254	good-DMR
chr1	143652	143653	30	0.3955	good-DMR
chr1	143669	143670	27	0.3707	good-DMR
chr1	143702	143703	27	0.3893	good-DMR
chr1	143739	143740	33	0.4467	good-DMR
chr1	143772	143773	37	0.4572	good-DMR
chr1	143872	143873	37	0.4021	good-DMR
chr1	143972	143973	24	0.3965	good-DMR
chr1	144072	144073	24	0.4876	good-DMR
chr1	144172	144173	28	0.3667	good-DMR
chr1	144272	144273	31	0.5565	good-DMR
chr1	144282	144283	24	0.0237	flank-DMR
chr1	144326	144327	40	0.2302	flank-DMR
chr1	144386	144387	34	0.265	flank-DMR
chr1	144436	144437	31	0.0	flank-DMR
chr1	144518	144519	27	0.2539	flank-DMR
chr1	144734	144735	29	0.0961	flank-DMR
chr1	144742	144743	30	0.0	flank-DMR
chr1	144768	144769	26	0.2288	flank-DMR
