chr	start	end	coverage	methylation_level	type
chr1	174503	174504	29	0.6983	good-DMR
chr1	174537	174538	31	0.6525	good-DMR
chr1	174579	174580	34	0.3771	good-DMR
chr1	174595	174596	27	0.4962	good-DMR
chr1	174628	174629	33	0.6313	good-DMR
chr1	174678	174679	35	0.5827	good-DMR
chr1	174696	174697	29	0.4982	good-DMR
chr1	174714	174715	31	0.6942	good-DMR
chr1	174748	174749	27	0.4317	good-DMR
chr1	174763	174764	29	0.4025	good-DMR
chr1	174796	174797	29	0.5344	good-DMR
chr1	174824	174825	33	0.5884	good-DMR
chr1	174874	174875	25	0.5293	good-DMR
chr1	174919	174920	31	0.4725	good-DMR
chr1	174957	174958	29	0.4718	good-DMR
chr1	174995	174996	31	0.3271	good-DMR
chr1	175011	175012	37	0.4713	good-DMR
chr1	175014	175015	29	0.5119	good-DMR
chr1	175114	175115	36	0.5529	good-DMR
chr1	175191	175192	20	0.614	good-DMR
chr1	175241	175242	33	0.5532	good-DMR
chr1	175331	175332	30	0.605	good-DMR
chr1	175431	175432	35	0.3757	good-DMR
chr1	175517	175518	27	0.7052	flank-DMR
chr1	175519	175520	34	0.6565	flank-DMR
chr1	175609	175610	35	0.6894	flank-DMR
chr1	175703	175704	34	0.6265	flank-DMR
chr1	175721	175722	36	0.8208	flank-DMR
chr1	175727	175728	31	0.6913	flank-DMR
chr1	175871	175872	27	0.8738	flank-DMR
chr1	175921	175922	26	0.7144	flank-DMR
