chr	start	end	coverage	methylation_level	type
chr1	167562	167563	31	0.706	non-DMR
chr1	167600	167601	24	0.9656	non-DMR
chr1	167650	167651	31	0.8992	non-DMR
chr1	167665	167666	34	0.9745	non-DMR
chr1	167681	167682	25	0.9577	non-DMR
chr1	167712	167713	27	0.8363	non-DMR
chr1	167727	167728	30	0.9177	non-DMR
chr1	167758	167759	26	0.8678	non-DMR
chr1	167808	167809	28	0.8998	non-DMR
chr1	167839	167840	33	0.9197	non-DMR
chr1	167889	167890	40	1.0	non-DMR
chr1	167925	167926	20	0.7054	non-DMR
chr1	167959	167960	31	0.7497	non-DMR
chr1	168009	168010	29	0.8935	non-DMR
chr1	168101	168102	32	0.8105	non-DMR
chr1	168201	168202	35	0.7634	non-DMR
chr1	168301	168302	30	0.8795	non-DMR
chr1	168395	168396	32	0.6907	flank-DMR
chr1	168401	168402	29	0.8927	flank-DMR
