chr	start	end	coverage	methylation_level	type
chr1	148399	148400	42	0.794	notable-DMR
chr1	148435	148436	23	0.6759	notable-DMR
chr1	148478	148479	30	0.9853	notable-DMR
chr1	148520	148521	30	0.8148	notable-DMR
chr1	148552	148553	26	0.826	notable-DMR
chr1	148567	148568	23	0.6877	notable-DMR
chr1	148617	148618	27	0.5261	notable-DMR
chr1	148666	148667	34	0.8936	notable-DMR
chr1	148700	148701	20	1.0	notable-DMR
chr1	148727	148728	30	0.9379	notable-DMR
chr1	148749	148750	30	0.301	notable-DMR
chr1	148793	148794	37	1.0	notable-DMR
chr1	148808	148809	30	0.309	notable-DMR
chr1	148844	148845	32	0.662	notable-DMR
chr1	148855	148856	24	0.6902	notable-DMR
chr1	148905	148906	20	0.303	notable-DMR
chr1	149005	149006	24	0.77	notable-DMR
chr1	149105	149106	25	1.0	notable-DMR
chr1	149205	149206	26	0.4923	notable-DMR
chr1	149305	149306	35	0.4712	notable-DMR
chr1	149361	149362	30	1.0	flank-DMR
chr1	149391	149392	39	1.0	flank-DMR
