chr	start	end	coverage	methylation_level	type
chr1	148399	148400	28	0.9242	notable-DMR
chr1	148435	148436	28	0.4919	notable-DMR
chr1	148478	148479	27	0.7719	notable-DMR
chr1	148520	148521	25	0.5928	notable-DMR
chr1	148552	148553	21	0.562	notable-DMR
chr1	148567	148568	30	0.6876	notable-DMR
chr1	148617	148618	26	0.517	notable-DMR
chr1	148666	148667	26	1.0	notable-DMR
chr1	148700	148701	26	1.0	notable-DMR
chr1	148727	148728	26	1.0	notable-DMR
chr1	148749	148750	37	0.9027	notable-DMR
chr1	148793	148794	27	0.9906	notable-DMR
chr1	148808	148809	25	1.0	notable-DMR
chr1	148844	148845	29	0.9215	notable-DMR
chr1	148855	148856	19	0.9933	notable-DMR
chr1	148905	148906	32	0.954	notable-DMR
chr1	149005	149006	34	0.5889	notable-DMR
chr1	149105	149106	26	1.0	notable-DMR
chr1	149205	149206	34	1.0	notable-DMR
chr1	149305	149306	31	0.487	notable-DMR
chr1	149361	149362	35	1.0	flank-DMR
chr1	149391	149392	31	1.0	flank-DMR
