chr	start	end	coverage	methylation_level	type
chr1	148399	148400	36	0.8948	notable-DMR
chr1	148435	148436	35	0.5864	notable-DMR
chr1	148478	148479	34	0.543	notable-DMR
chr1	148520	148521	35	0.571	notable-DMR
chr1	148552	148553	38	1.0	notable-DMR
chr1	148567	148568	37	1.0	notable-DMR
chr1	148617	148618	29	0.974	notable-DMR
chr1	148666	148667	25	1.0	notable-DMR
chr1	148700	148701	30	1.0	notable-DMR
chr1	148727	148728	28	0.5955	notable-DMR
chr1	148749	148750	29	0.5947	notable-DMR
chr1	148793	148794	25	0.559	notable-DMR
chr1	148808	148809	29	1.0	notable-DMR
chr1	148844	148845	27	0.9506	notable-DMR
chr1	148855	148856	29	0.8432	notable-DMR
chr1	148905	148906	35	0.7323	notable-DMR
chr1	149005	149006	28	1.0	notable-DMR
chr1	149105	149106	33	0.543	notable-DMR
chr1	149205	149206	30	0.908	notable-DMR
chr1	149305	149306	33	0.6471	notable-DMR
chr1	149361	149362	30	1.0	flank-DMR
chr1	149391	149392	27	1.0	flank-DMR
