chr	start	end	coverage	methylation_level	type
chr1	148399	148400	34	0.714	notable-DMR
chr1	148435	148436	32	0.8507	notable-DMR
chr1	148478	148479	37	0.313	notable-DMR
chr1	148520	148521	36	0.3015	notable-DMR
chr1	148552	148553	26	0.219	notable-DMR
chr1	148567	148568	27	0.8549	notable-DMR
chr1	148617	148618	33	1.0	notable-DMR
chr1	148666	148667	19	0.341	notable-DMR
chr1	148700	148701	31	0.8838	notable-DMR
chr1	148727	148728	34	0.7233	notable-DMR
chr1	148749	148750	23	0.3285	notable-DMR
chr1	148793	148794	30	0.312	notable-DMR
chr1	148808	148809	25	0.6654	notable-DMR
chr1	148844	148845	28	0.5388	notable-DMR
chr1	148855	148856	31	0.318	notable-DMR
chr1	148905	148906	30	0.303	notable-DMR
chr1	149005	149006	29	0.9773	notable-DMR
chr1	149105	149106	31	0.298	notable-DMR
chr1	149205	149206	24	1.0	notable-DMR
chr1	149305	149306	33	0.5663	notable-DMR
chr1	149361	149362	35	0.8987	flank-DMR
chr1	149391	149392	41	0.7538	flank-DMR
