chr	start	end	coverage	methylation_level	type
chr1	148399	148400	34	0.572	notable-DMR
chr1	148435	148436	27	0.482	notable-DMR
chr1	148520	148521	35	1.0	notable-DMR
chr1	148552	148553	37	0.7517	notable-DMR
chr1	148567	148568	30	0.548	notable-DMR
chr1	148617	148618	33	1.0	notable-DMR
chr1	148666	148667	33	1.0	notable-DMR
chr1	148700	148701	29	1.0	notable-DMR
chr1	148727	148728	34	1.0	notable-DMR
chr1	148749	148750	29	0.6845	notable-DMR
chr1	148793	148794	36	0.9959	notable-DMR
chr1	148808	148809	29	0.7077	notable-DMR
chr1	148844	148845	29	0.6727	notable-DMR
chr1	148855	148856	25	0.663	notable-DMR
chr1	148905	148906	33	0.8684	notable-DMR
chr1	149005	149006	30	0.8756	notable-DMR
chr1	149105	149106	25	1.0	notable-DMR
chr1	149205	149206	31	1.0	notable-DMR
chr1	149305	149306	32	0.8529	notable-DMR
chr1	149361	149362	27	0.5	flank-DMR
chr1	149391	149392	20	1.0	flank-DMR
